offer_id,offer_type,property_type,location_district,location_city,location_area,agency,office_city
JuD8hcoEgT4,sale,"2-room apartment","okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
JukBZSTP0a5,sale,"2-room apartment","okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
Ju1AcChzPhX,sale,"3-room apartment","okres Liptovský Mikuláš","Vyšná Boca","Vyšná Boca","REALITY SPOLU",Bratislava
JuE-VhHgCax,sale,"1-room apartment","okres Žilina",Terchová,Terchová,"Bonjour real",Bučany
JuBAitX8aRy,rent,"2-room apartment","okres Ružomberok",Ružomberok,Baničné,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuYm2hUT2pj,rent,"3-room apartment","okres Martin",Martin,Stred,"ALT REAL, s.r.o.",Martin
Ju6opeOUPUx,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JuvmTUfehMc,rent,"2-room apartment","okres Kysucké Nové Mesto",Rudinka,Rudinka,Reality+,Žilina
JuaMkijSYs-,rent,"studio apartment","okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuZL3wORd4j,rent,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"DVOŘÁK & PARTNERS s. r. o.","Banská Bystrica"
JunBxeMXtVv,sale,"3-room apartment","okres Bytča","Veľké Rovné","Veľké Rovné","RIEŠIME BÝVANIE",Bratislava
JufXt9veplf,sale,"2-room apartment","okres Martin",Martin,Košúty,"B10 Slovensko, a. s.",Žilina
Ju1v-rz6S-g,sale,"3-room apartment","okres Žilina",Rajec,Rajec,"TUreality s.r.o.",Žilina
JuK8NkfUxDo,sale,"3-room apartment","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","LICITOR group, a.s.",Žilina
JuhvRDg8Y4C,rent,"2-room apartment","okres Námestovo",Námestovo,Stred,"RIEŠIME BÝVANIE",Bratislava
JuqqisVRKbE,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","GERT , s.r.o.","Liptovský Mikuláš"
JupIznadChw,sale,"3-room apartment","okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
JuCtiU-W9oK,sale,"3-room apartment","okres Ružomberok",Ružomberok,Klačno,"BEEVAM, s.r.o.","Banská Bystrica"
JuQUQOdCbAJ,sale,"4-room apartment","okres Žilina",Žilina,"Staré mesto","Reality IQ, s.r.o.",Žilina
JuEGUe9TZYw,rent,"3-room apartment","okres Žilina",Žilina,Vlčince,"WFG reality, s.r.o.",Žilina
JuJTUgZNUdL,sale,"3-room apartment","okres Martin",Turany,Turany,"Reality D.P.A.",Martin
JugdzCpEbZl,sale,"2-room apartment","okres Žilina",Žilina,Hliny,"KES - RV s.r.o.",Rožňava
JuJ1fx159Ms,sale,"3-room apartment","okres Čadca",Turzovka,Stred,OPENREALITY,Brno
JuUWRcxAAYr,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
JucFSMwZ-YV,sale,"3-room apartment","okres Martin",Martin,Priekopa,"Reality Center, s.r.o.",Martin
JuHBGisy5-E,sale,"2-room apartment","okres Ružomberok",Ružomberok,Hrabovo,"NajBývanie, s.r.o.",Ružomberok
JuInv_n4G9P,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","Teraz, a.s.",Žilina
JuUFq9Wci3W,rent,"studio apartment","okres Martin",Martin,Ľadoveň,"Reality Alpia",Martin
JuBnUuJa9ic,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
Ju2txZynSMnS,sale,"4-room apartment","okres Námestovo",Námestovo,Brehy,"TUreality s.r.o.",Žilina
Jucm4yaaOJ2,sale,"3-room apartment","okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
JuT9LmGMkpW,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,jabyvam.sk,"Liptovský Mikuláš"
JuuOQAIf3eQ,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuhSIJae8jB,sale,"holiday apartment","okres Liptovský Mikuláš",Smrečany,Smrečany,"Porto Real Group",Bratislava
Ju20KERTu8I,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuGfHZevCsA,rent,"3-room apartment","okres Martin",Martin,Stred,"Realitná kancelária DR, s.r.o.",Martin
JufXjo0g1k9,rent,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuPNe1hyDeq,rent,"2-room apartment","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
Jumt5qe1Qm47,sale,"2-room apartment","okres Ružomberok",Ružomberok,Klačno,"AstonReal s.r.o.","Banská Bystrica"
JuI6MQ6tc2T,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","BeMi realitná kancelária",Nitra
Ju4eeNbxgyr,rent,"2-room apartment","okres Žilina",Žilina,Solinky,"Realitná kancelária RED, s.r.o.",Žilina
JuN3wzC2QtN,rent,"1-room apartment","okres Martin",Martin,Sever,"Like Reality s.r.o.","Považská Bystrica"
JuZdOmvD2ic,sale,"4-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuQG3Tg2HJV,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju7i7kUX31N,rent,"2-room apartment","okres Námestovo",Lokca,Lokca,"RE/MAX Slovakia",Bratislava
JuT7xzp7Ax-,sale,"2-room apartment","okres Martin",Martin,Stred,AZUR.RE,Bratislava
JuTL4AQg4bH,rent,"2-room apartment","okres Martin",Martin,Jahodníky,"Reality ASTORIA, s.r.o.",Martin
JuYNcMLobvd,rent,"4-room apartment","okres Žilina",Žilina,Trnové,NULL,NULL
JuCgojI4KWH,sale,"3-room apartment","okres Čadca",Čadca,Žarec,"Trioreality, s.r.o.",Čadca
JukjSccuSX6,sale,"2-room apartment","okres Martin",Vrútky,NULL,"TUreality s.r.o.",Žilina
JuvuB2q_3M4,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
Jum788VaVl8,sale,"1-room apartment","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuRDv8rOGAN,rent,"2-room apartment","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
JuguMiG6Pot,sale,"other apartment type","okres Žilina",Rajec,Rajec,"Euro Bauer s.r.o.",Žilina
JunSqXxyUya,sale,"1-room apartment","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Juzl0Ycup_I,sale,"holiday apartment","okres Martin",Martin,"Martinské hole",donidDevelop,"Dolný Kubín"
JuMrpN3u-gh,sale,"2-room apartment","okres Žilina",Žilina,Hájik,"Reality Alpia",Martin
JuG-jkKlogR,rent,"2-room apartment","okres Martin",Martin,Stred,"Reality Alpia",Martin
Ju-seNslb4u,sale,"2-room apartment","okres Martin",Martin,Priekopa,"Realitná kancelária RED, s.r.o.",Žilina
JuKxd6XdpfQ,rent,"3-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,NULL,NULL
JuddoVYZYie,sale,"1-room apartment","okres Ružomberok","Liptovská Teplá","Liptovská Teplá",Limaxreal,"Liptovský Mikuláš"
Ju4lN_U1N_8,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuNQHesGhEl,sale,"3-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
Juv6SZd0pv9,sale,"3-room apartment","okres Martin",Vrútky,NULL,"Reality AK, spol. s r.o.",Martin
Ju01CyxoHbS,sale,"holiday apartment","okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
JuQxdKNuhGj,sale,"3-room apartment","okres Žilina",Žilina,"Staré mesto","Piata Avenue",Žilina
JuMc4nt1NbY,sale,maisonette,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuykyParod3,rent,"3-room apartment","okres Bytča","Veľké Rovné","Veľké Rovné","RENOME REAL",Žilina
Ju4N6fIAndO,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","TUreality s.r.o.",Žilina
JuiNHN3K-2n,sale,"2-room apartment","okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JucceUznreI,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","BEŇO REALITY","Liptovský Mikuláš"
JuzGrB3SDsa,rent,"studio apartment","okres Martin",Vrútky,"Horné Vrútky","Felicita Real s. r. o.",Martin
JuCJs2os-i-x,sale,"1-room apartment","okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
Ju3z3M9TPDa,sale,"2-room apartment","okres Žilina",Žilina,Závodie,"GAMA Reality, s.r.o.",Bytča
JuDxBcaveH8,sale,"3-room apartment","okres Martin",Vrútky,"Horné Vrútky","Reality Center, s.r.o.",Martin
Ju_5trjiiyY,sale,"2-room apartment","okres Žilina",Žilina,Solinky,"Piata Avenue",Žilina
Juo9yc6U_zm,sale,"3-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,"BeMi realitná kancelária",Nitra
JueZYUzuLYA,sale,"1-room apartment","okres Ružomberok",Bešeňová,Bešeňová,"OREA, s.r.o.","Dolný Kubín"
Juqo1hWp_Zj,sale,"3-room apartment","okres Martin",Martin,Stred,"TUreality s.r.o.",Žilina
Ju3pgjh4OY7,rent,"2-room apartment","okres Žilina",Žilina,Hájik,"WFG reality, s.r.o.",Žilina
JueVCjlarhT,sale,"3-room apartment","okres Tvrdošín",Nižná,Nižná,"HD reality group s.r.o","Banská Bystrica"
JuX7LFsuKfI,sale,"2-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie,"ROSA reality","Kysucké Nové Mesto"
JuV0WpoDBe_,rent,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
Ju2PTXS03nR,sale,"3-room apartment","okres Bytča","Veľké Rovné","Veľké Rovné","RIEŠIME BÝVANIE",Bratislava
Ju1Fw0u3Cah,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","Direct Real, spol. s r.o.",Bratislava
JuckFfec6yi,sale,"3-room apartment","okres Ružomberok",Ružomberok,"Staré mesto","Reality Alpia",Martin
JuiYPO6c35-,sale,"4-room apartment","okres Martin",Martin,Stráne,"Reality Center, s.r.o.",Martin
Jup8gJ48Fqt,sale,"2-room apartment","okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
JuQ3YUuwUTb,rent,"4-room apartment","okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
JutqtoD-x5N,rent,"2-room apartment","okres Čadca",Čadca,Centrum,"Realitné kancelárie SR",Bratislava
Juu8kqRVDip,rent,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"Direct Real, spol. s r.o.",Bratislava
Jub6sy4N9gp,sale,"2-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuL2muHqM6p,rent,"3-room apartment","okres Žilina",Žilina,"Staré mesto","PRIMA reality s.r.o.",Žilina
Ju28AQVsAqz,sale,"3-room apartment","okres Ružomberok",Ružomberok,Baničné,"RECLOUD Reality a.s.",Bratislava
JuuVvHxxC-m,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"HALO reality, s.r.o.",Prievidza
JuzUlNr7U_e,rent,"3-room apartment","okres Žilina",Žilina,Vlčince,"Wealth Group, s.r.o.","Nová Dedinka"
Jumr_ISbK0Z,sale,"3-room apartment","okres Žilina",Žilina,Hájik,"Reality Alpia",Martin
JuxXBGk_4Zo,sale,"1-room apartment","okres Čadca",Turzovka,Stred,"Ing. Marcela Pišteková",Turzovka
JuZK9MB7o6G,rent,"4-room apartment","okres Žilina",Žilina,Solinky,NULL,NULL
JuSreilLACi,rent,"3-room apartment","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JudTaFLI7V1,sale,"1-room apartment","okres Martin",Martin,Stred,"Reality AK, spol. s r.o.",Martin
JulUy_Gy-T7,sale,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JuTgtQtwGXl,sale,"2-room apartment","okres Martin",Martin,Sever,"RE/MAX Slovakia",Bratislava
JuAoUEm3GbZ,sale,"3-room apartment","okres Martin",Martin,Ľadoveň,"ALT REAL, s.r.o.",Martin
JuZFiZ0fwgL,sale,"2-room apartment","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","AstonReal s.r.o.","Banská Bystrica"
JuZLDF7L6J1,rent,"3-room apartment","okres Žilina",Žilina,"Staré mesto","PRIMA reality s.r.o.",Žilina
JuH6sKr2JgO,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","MK-CORP s.r.o.",Malacky
Ju34-Gac91u,sale,"2-room apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","BEDES | Realitná kancelária",Prievidza
Ju7lDmg4T0n,sale,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuR7qWw7H0C,sale,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
JuKOidVb0W7,rent,"3-room apartment","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska,"Reality Alpia",Martin
JuIDpA00OUN,rent,"2-room apartment","okres Martin",Martin,Stred,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
Ju6FesX3XoQ,sale,"3-room apartment","okres Martin",Turany,Turany,"Realitná kancelária",Bratislava
JuTBls071FE,sale,"holiday apartment","okres Martin",Valča,Valča,"B10 Slovensko, a. s.",Žilina
JukANoj_iFm,sale,"1-room apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juj0AUCC2FC,sale,"3-room apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","DLUGO reality",Poprad
JuEg-jxdD7t,rent,"3-room apartment","okres Martin",Martin,Stred,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
JuBSH-C3TAe,rent,"2-room apartment","okres Martin",Vrútky,"Horné Vrútky",NULL,NULL
Juh1ylk55iy,sale,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JupjDJ9XYhE,sale,"holiday apartment","okres Ružomberok",Bešeňová,Bešeňová,"REALITY SPOLU",Bratislava
JuDV2pnh02W,rent,"2-room apartment","okres Martin",Sučany,Sučany,"Realitná kancelária",Bratislava
JuN-Pnp6KBM,sale,"3-room apartment","okres Čadca",Turzovka,Stred,"Safe reality s. r. o.",Žilina
JuPcc0iMceY,sale,"holiday apartment","okres Ružomberok",Ružomberok,Hrabovo,"ARCHEUS Partners a.s.",Bratislava
JudyIRiA8kq,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",ZEIRA,Bratislava
JuUZC8aojHf,sale,"4-room apartment","okres Turčianske Teplice","Turčianske Teplice",Stred,"Arvin & Benet",Bratislava
JuMZVzeIVRp,sale,"holiday apartment","okres Ružomberok",Ružomberok,Hrabovo,NULL,NULL
Ju892FRo72v,sale,"4-room apartment","okres Žilina",Žilina,"Staré mesto",NULL,NULL
JuODe5tlbwG,sale,"4-room apartment","okres Martin",Martin,Priekopa,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuBpZ_BskLa,rent,"2-room apartment","okres Martin",Martin,Priekopa,NULL,NULL
JulQn0N46Be,sale,"2-room apartment","okres Žilina",Žilina,Bôrik,"ATP stavby s.r.o.","Teplička nad Váhom"
JuFuOGe_LXE,rent,"3-room apartment","okres Žilina",Žilina,Hliny,NULL,NULL
Ju1BpgSKaaX,sale,"2-room apartment","okres Čadca",Čadca,Žarec,"MGM reality",Žilina
JuVTyDRO6Fo,sale,"4-room apartment","okres Ružomberok",Ružomberok,Klačno,NULL,NULL
JuKXwzVXskc,rent,"4-room apartment","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JueuOSIj-04,sale,"3-room apartment","okres Martin",Vrútky,"Horné Vrútky","Realitná kancelária",Bratislava
JutPVr1bWDy,sale,"3-room apartment","okres Liptovský Mikuláš",Pribylina,Pribylina,"OVERENÉ REALITY","Banská Bystrica"
JuuAb4gfi_M,sale,"holiday apartment","okres Tvrdošín","Suchá Hora","Suchá Hora",NULL,NULL
Ju90gNOpUS1,sale,"3-room apartment","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuaoWKxAUyW,rent,"3-room apartment","okres Žilina",Žilina,Solinky,"WFG reality, s.r.o.",Žilina
Ju1vHkMA9-i,sale,"3-room apartment","okres Dolný Kubín","Dolný Kubín",Stred,"RE/MAX Slovakia",Bratislava
Ju-a60L4yJH,sale,"2-room apartment","okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuWACwgZ0JW,sale,"3-room apartment","okres Bytča","Veľké Rovné","Veľké Rovné","Reality Alpia",Martin
JuhldTbf0YC,sale,"3-room apartment","okres Martin",Sučany,Sučany,"Constario REALTY s.r.o.",Žilina
Ju-zlCEP8xA,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Nové bývanie",Nitra
JuyMZex0bdp,sale,"2-room apartment","okres Žilina",Žilina,Bôrik,"Renovo Reality",Žilina
Jux3XqE2ppP,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
Juwu97tpKpb,rent,"2-room apartment","okres Martin",Martin,Stred,"MAX PROFI REALITY",Martin
JuCx6JHdbha,sale,"2-room apartment","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuNAef2PSXl,rent,"4-room apartment","okres Žilina",Žilina,Hliny,NULL,NULL
Jul4B6HJsMz,sale,"holiday apartment","okres Ružomberok",Bešeňová,Bešeňová,"MK-CORP s.r.o.",Malacky
JuITiNm8gMP,sale,"2-room apartment","okres Martin",Martin,Stred,NULL,NULL
JuZyhdrORR4,sale,"2-room apartment","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JunvsP3a8hf,rent,"holiday apartment","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,liptoreal,"Liptovský Mikuláš"
Jun_e5pu1kO,sale,"3-room apartment","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuD2CR5HuKc,sale,"1-room apartment","okres Ružomberok",Ružomberok,Rybárpole,"A-Byt Consult, s.r.o.",Ružomberok
Ju4j49rCz8N,sale,"3-room apartment","okres Ružomberok",Ružomberok,"Staré mesto",NULL,NULL
Ju5mXWZ29s_,sale,"2-room apartment","okres Ružomberok",Ružomberok,"Staré mesto","Reality Alpia",Martin
Jurvv0ZHBuR,sale,"1-room apartment","okres Žilina",Žilina,Vlčince,"PSynchro RK32",Žilina
JuAxXn7nLOP,sale,"2-room apartment","okres Žilina",Žilina,Bôrik,"ŽILINAREAL, s.r.o.",Žilina
JuHpUtcCNg-,sale,"3-room apartment","okres Martin",Martin,Ľadoveň,"Financie a reality od A po Z",Martin
JuQIDFd_kHU,sale,"holiday apartment","okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
JudmgOWhHLZ1,sale,"2-room apartment","okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Ju0hF7AM_5h,sale,"3-room apartment","okres Čadca",Čadca,Kyčerka,NULL,NULL
JuEeA2GuHj3,sale,"3-room apartment","okres Ružomberok",Ružomberok,Roveň,"A-Byt Consult, s.r.o.",Ružomberok
JuDDQHUehhw,sale,"1-room apartment","okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
Ju0xJVhINu5,sale,"2-room apartment","okres Čadca",Turzovka,Stred,"1. Reality Rent, s.r.o.",Žilina
JuTiMVE781u,sale,"3-room apartment","okres Ružomberok","Liptovská Osada","Liptovská Osada","AstonReal s.r.o.","Banská Bystrica"
JuV9QF4vC1L,sale,"3-room apartment","okres Martin",Martin,Stred,"Reality AK, spol. s r.o.",Martin
JumNtvscU-s,sale,"holiday apartment","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","CreeX Reality s.r.o.",Trnava
JuSTl0QkI_h,sale,"holiday apartment","okres Ružomberok",Ružomberok,Hrabovo,"NajBývanie, s.r.o.",Ružomberok
JuJZPVcldrZ,sale,"4-room apartment","okres Žilina",Žilina,Vlčince,"HMS Services, a. s.",Žilina
JuSSppam0PC,sale,"1-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JucYBy-FPZ5,sale,"2-room apartment","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuuJ1uhMrN8,rent,"2-room apartment","okres Námestovo",Námestovo,Stred,"BeMi realitná kancelária",Nitra
JuTc88Wux9w,sale,"2-room apartment","okres Ružomberok",Ružomberok,Polík,"GARANT REALITY",Ružomberok
Ju-cD3Eglt7,sale,"2-room apartment","okres Liptovský Mikuláš",Východná,Východná,"REALITY TATRY",Levoča
JuTbC9RkGly,rent,"4-room apartment","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuKzHgnrtuZ,rent,"2-room apartment","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"Realitné kancelárie SR",Bratislava
Jua8nBfq4pP,sale,"4-room apartment","okres Žilina",Strečno,Strečno,"Realitná kancelária RED, s.r.o.",Žilina
JupAkSKIIBk,rent,"4-room apartment","okres Ružomberok",Ružomberok,"Staré mesto","Reality Alpia",Martin
Ju5Yoj_C-t-,sale,"2-room apartment","okres Martin",Martin,Stred,NULL,NULL
Ju0FWK0oDmX,sale,"1-room apartment","okres Žilina",Žilina,Hájik,"Reality Alpia",Martin
JucrRlUBTDv,sale,"3-room apartment","okres Čadca","Krásno nad Kysucou",NULL,"SLNOVRAT, s.r.o.",Olešná
JunvOdNMl-j,rent,"2-room apartment","okres Martin",Martin,Stred,"Reality MT s.r.o.",Martin
JuXll0okDmg,sale,"2-room apartment","okres Žilina",Žilina,Bôrik,"Realitná kancelária RED, s.r.o.",Žilina
Ju5MSxaC_U4,rent,"studio apartment","okres Čadca",Čadca,Žarec,"KUBALA REALITY, s.r.o.",Čadca
Ju0sE49cmdc,rent,"3-room apartment","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",liptoreal,"Liptovský Mikuláš"
