offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area
JuWqGCp2oW6,sale,house,210,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec
JukqbzsVg5j,sale,house,227,"partially renovated","okres Martin",Belá-Dulice,Belá-Dulice
Ju7p-ibu19t,sale,house,285,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JuhM9MWOU0h,sale,house,371,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuHbG5bC-AQ,sale,house,240,"fully renovated","okres Martin",Martin,Stráne
JuMpX9TQAHl,sale,house,250,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
Ju2L-GyOw3O,sale,house,34,unrenovated,"okres Žilina",Strečno,Strečno
JuTNxy0mSKf,sale,house,200,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Juwnal8LZ_c,sale,house,200,"new construction","okres Žilina",Žilina,"Žilinská Lehota"
JukKOW5g8ic,sale,house,100,"fully renovated","okres Ružomberok",Kalameny,Kalameny
JufvMyqhmxo,sale,house,238,unrenovated,"okres Martin",Vrícko,Vrícko
JufcWIOgVI-,sale,house,102,"new construction","okres Žilina",Žilina,Strážov
JuUuFP8LBad,sale,house,130,"partially renovated","okres Dolný Kubín",Malatiná,Malatiná
JuGlgzti-Xv,sale,house,150,unrenovated,"okres Čadca",Staškov,Staškov
Ju-fppxOVlc,sale,house,170,unrenovated,"okres Čadca",Zákopčie,Zákopčie
JuLLKbrzsGT,sale,house,200,"partially renovated","okres Žilina",Žilina,Budatín
JuHzzpFEcq7,sale,house,450,"partially renovated","okres Žilina",Terchová,Terchová
JuMN3BXlr1V,sale,house,200,unrenovated,"okres Čadca",Klokočov,Klokočov
JuZv0Yfgbp2,sale,house,120,"fully renovated","okres Martin",Belá-Dulice,Belá-Dulice
JuAHn1RYaaM,sale,house,120,"new construction","okres Čadca",Korňa,Korňa
Jub_f4tKd7Q,sale,house,190,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec"
JuUyDXLqSR7,sale,house,280,"partially renovated","okres Tvrdošín",Nižná,Nižná
Ju9mMuon122,sale,house,315,"fully renovated","okres Kysucké Nové Mesto",Ochodnica,Ochodnica
JuxqHjwv5kQ,sale,house,130,"under construction","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuNBVjN_DWw_,sale,house,NULL,"new construction","okres Žilina",Rajec,Rajec
JukjLL6Pznq,sale,house,200,"fully renovated","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuEdQgaYA3w,sale,house,203,"fully renovated","okres Martin",Príbovce,Príbovce
JucVvBL8mQZ,sale,house,84,"new construction","okres Žilina",Brezany,Brezany
Juzanri8hki,sale,house,160,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom"
JubVEhZEHQu,sale,house,102,"new construction","okres Martin",Martin,Priekopa
JuNKxzZQlzf,sale,house,200,"partially renovated","okres Žilina",Višňové,Višňové
JuLre6AewXY,sale,house,90,"new construction","okres Ružomberok",Ivachnová,Ivachnová
JuJF0aEq48e,sale,house,664,unrenovated,"okres Žilina",Hôrky,Hôrky
JuepuA7Tiw0,sale,house,143,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuHgJ7Vnt5C,sale,house,131,"under construction","okres Bytča",Bytča,"Hliník nad Váhom"
Ju2bCMkIGvc,sale,house,100,unrenovated,"okres Bytča",Štiavnik,Štiavnik
JuHinPus21r,sale,house,120,unrenovated,"okres Ružomberok",Lisková,Lisková
Ju3sdsvW1qf,sale,house,250,"new construction","okres Ružomberok",Ružomberok,"Staré mesto"
JuyMjKXoFpJ,sale,house,123,"new construction","okres Žilina",Žilina,Bytčica
Ju-HjJmEJ0m,sale,house,137,"partially renovated","okres Turčianske Teplice",Čremošné,Čremošné
JuS7vOeFGIN,sale,house,180,"under construction","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JujgFHysqby,sale,house,70,"partially renovated","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Juec3rJbHzE,sale,house,126,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuVTTY5wrme,sale,house,100,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju-Gmi7_Mm7,sale,house,150,"fully renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuDuqsttF6H,sale,house,300,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju002dUmryq,rent,house,90,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JufEAKik-mc,sale,house,138,"fully renovated","okres Martin",Podhradie,Podhradie
Ju8UQkGga6F,sale,house,1252,unrenovated,"okres Ružomberok",Lisková,Lisková
JuMmB0vZcwg,sale,house,160,unrenovated,"okres Žilina",Žilina,Bôrik
Juu4bOArZvB,sale,house,90,unrenovated,"okres Ružomberok",Lúčky,Lúčky
JuG-JRPmhAG,sale,house,100,"new construction","okres Žilina",NULL,NULL
Ju6-BxY4Q9v,sale,house,80,"new construction","okres Martin",Blatnica,Blatnica
Ju4_CW18xww,sale,house,150,unrenovated,"okres Žilina","Paština Závada","Paština Závada"
JujfdD-5RPO,sale,house,147,"new construction","okres Ružomberok",Komjatná,Komjatná
JuJ5z8J0t7V,sale,house,175,"new construction","okres Žilina",Žilina,Budatín
JuLlnmGgMKV,sale,house,181,"partially renovated","okres Žilina",Rajec,Rajec
Ju7pKhqP4zK,sale,house,464,"partially renovated","okres Martin",Sučany,Sučany
Juq12PkyNpf,sale,house,275,"partially renovated","okres Žilina",Višňové,Višňové
JuRty8qQQ_7,sale,house,220,unrenovated,"okres Tvrdošín",Tvrdošín,Tvrdošín
Jut7Cik7fcS,sale,house,80,"new construction","okres Bytča",Petrovice,Petrovice
Juv0ePbKA7G,sale,house,100,unrenovated,"okres Dolný Kubín",Kraľovany,Kraľovany
JuKz9mvEvI_,sale,house,200,"partially renovated","okres Liptovský Mikuláš",Važec,Važec
JulKhf0qSVY,sale,house,100,"new construction","okres Žilina",Rajec,Rajec
JunAaEjMO5H,sale,house,260,"partially renovated","okres Liptovský Mikuláš",Važec,Važec
JuYo9zvFOwy,sale,house,180,unrenovated,"okres Žilina",Divina,Divina
JuVJGPaHJOp,sale,house,386,unrenovated,"okres Čadca",Zákopčie,Zákopčie
JuqydMjWuh4,sale,house,100,unrenovated,"okres Žilina",Lysica,Lysica
JunkMQWQbHn,sale,house,683,"partially renovated","okres Žilina",Žilina,Bánová
JuoBv0wotbR,sale,house,497,"new construction","okres Martin",Martin,Ľadoveň
JuM-6ImZqgg,sale,house,165,unrenovated,"okres Čadca",Čadca,Centrum
Jup9Yn-xSxK,sale,house,125,"new construction","okres Žilina",Bitarová,Bitarová
Juu1RPAQAYx,sale,house,200,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuB8tqpRaSl,sale,house,110,unrenovated,"okres Ružomberok",Ružomberok,"Pod Skalami"
Ju4OltTKR0f,sale,house,260,"fully renovated","okres Žilina",Žilina,Bánová
Juu2Y87Z-DK,sale,house,220,"partially renovated","okres Čadca",Skalité,Skalité
JupTefFT3SIq,sale,house,180,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",NULL
JuAxm4BTAPE,sale,house,240,unrenovated,"okres Čadca",Turzovka,NULL
JukEQsAHFmW,sale,house,100,"partially renovated","okres Turčianske Teplice",Budiš,Budiš
JuIfd2KOAqJ,rent,house,260,"new construction","okres Žilina","Dolný Hričov","Dolný Hričov"
Juq41p0QoVh,sale,house,160,"partially renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuE5s_J_0mm,sale,house,300,"partially renovated","okres Čadca",Klokočov,Klokočov
JuI2CpNT1P5,sale,house,190,"fully renovated","okres Žilina",Varín,Varín
JumgmN6Y0Rr,sale,house,150,unrenovated,"okres Turčianske Teplice",Sklené,Sklené
Ju9JGGI9iqn,sale,house,190,"new construction","okres Žilina",Stránske,Stránske
JuMiWG_Bjr-,sale,house,160,unrenovated,"okres Žilina",Varín,Varín
JuoozgHS-2r,sale,house,160,unrenovated,"okres Čadca",Čadca,"U Hluška"
Juzaery-uaM,sale,house,139,"new construction","okres Martin",Martin,Tomčany
JuJSekEM4oc,sale,house,102,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
Jub5SX0zXuB,sale,house,33,"new construction","okres Žilina",Divina,Divina
JubJO0qS-zH,sale,house,140,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JueA1N-Ntfj,sale,house,96,"fully renovated","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuHtgn-PdTN,sale,house,106,"new construction","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Jub25_ejcJA,sale,house,153,"fully renovated","okres Čadca",Oščadnica,Oščadnica
JuvMlRWqyJoo,sale,house,240,unrenovated,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuImMdEmrRE,sale,house,765,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuzSO8DcIjL,sale,house,150,"fully renovated","okres Martin",Diaková,Diaková
JuT-mCUWMWu,sale,house,120,"new construction","okres Liptovský Mikuláš",Bobrovník,Bobrovník
Ju14mSBpDUx,sale,house,200,"partially renovated","okres Čadca",Oščadnica,Oščadnica
Ju9vhNLIhpv,sale,house,550,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju07wpce3-e,sale,house,50,unrenovated,"okres Ružomberok",Turík,Turík
JuiIP6qTDBs,sale,house,100,"partially renovated","okres Liptovský Mikuláš",Vlachy,Vlachy
JuWA9aOrYrn,sale,house,120,"partially renovated","okres Martin",Žabokreky,Žabokreky
JuTaKGvu-_W,sale,house,100,unrenovated,"okres Bytča",Štiavnik,Štiavnik
Juolbg2gxyQ,sale,house,300,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce
JuOzMZP3NXD,sale,house,70,"partially renovated","okres Čadca","Krásno nad Kysucou",Kalinov
Ju0_zNn7daF,sale,house,300,unrenovated,"okres Liptovský Mikuláš",Pribylina,Pribylina
JuhiXx9KEAl,sale,house,612,"partially renovated","okres Dolný Kubín","Dolný Kubín",Medzihradné
JuXifi6XaeN,sale,house,168,unrenovated,"okres Žilina",Žilina,Závodie
JuD_VuWF7qU,sale,house,94,"new construction","okres Dolný Kubín",Istebné,Istebné
Ju7FT7K1T9V,sale,house,156,unrenovated,"okres Žilina",Svederník,Svederník
Ju1tEs_gT7e,sale,house,140,"new construction","okres Žilina",Gbeľany,Gbeľany
JufiwULhgJw,sale,house,120,unrenovated,"okres Martin",Šútovo,Šútovo
JujDi-L-0hf,sale,house,126,"new construction","okres Čadca",Olešná,Olešná
JuWVZLxkLMK,sale,house,1375,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo
JuUrENnUrd4,sale,house,120,unrenovated,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuKIEskdsEp,sale,house,104,"new construction","okres Žilina",Bitarová,Bitarová
JuRBO1iDcGe,sale,house,240,"partially renovated","okres Martin",Sučany,Sučany
JuMud2YGw9_,sale,house,125,"fully renovated","okres Ružomberok",Likavka,Likavka
JuipKl1rZoI,sale,house,140,"fully renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuzawK4H-li,sale,house,70,unrenovated,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
Ju6l6A2iskM,sale,house,104,"new construction","okres Žilina",Svederník,Svederník
JuiNBbsX-1P,rent,house,150,"new construction","okres Žilina",Žilina,Bytčica
JuIGCsa_wh0,sale,house,200,"new construction","okres Martin",Blatnica,Blatnica
JunwM7MkcDW,sale,house,220,unrenovated,"okres Žilina",Žilina,Závodie
JuCbUaiZ-t8,sale,house,180,unrenovated,"okres Čadca",Skalité,Skalité
JuPBoWiotP6,sale,house,86,"new construction","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Ju39TpZdQum,sale,house,145,"new construction","okres Žilina",Mojš,Mojš
Juc86BqO6w7,sale,house,60,"fully renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuGKJDezGKy,sale,house,160,unrenovated,"okres Žilina",Terchová,Terchová
JuyVW5GYHzb,sale,house,100,"development project","okres Žilina",Lysica,Lysica
JufXd7f876u,sale,house,130,"under construction","okres Žilina",Žilina,Bánová
JuvDMV343M4,sale,house,100,"new construction","okres Bytča",Bytča,"Hliník nad Váhom"
JuGGmyAKTE2V,sale,house,180,"partially renovated","okres Martin",Vrícko,Vrícko
JunqWaLvLjb,sale,house,140,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JufxA_4siD5,sale,house,180,unrenovated,"okres Námestovo",Námestovo,"Slanická Osada"
JuNEJj6Bobe,sale,house,278,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
Ju7GkmUpk7w,sale,house,84,"partially renovated","okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JueqFSdFlNV,sale,house,280,unrenovated,"okres Námestovo",Hruštín,Hruštín
Ju5uqi4FeNX,sale,house,NULL,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuugYuyjxCy,sale,house,461,unrenovated,"okres Čadca",Raková,Raková
JuENmSVbf52,sale,house,773,"new construction","okres Žilina",Rosina,Rosina
JuSDor_pBw9,sale,house,106,"new construction","okres Martin",Slovany,Slovany
JuEl9XITon-,sale,house,100,unrenovated,"okres Turčianske Teplice",Rudno,Rudno
JuQ4i8mNwlL,sale,house,65,unrenovated,"okres Bytča",Kotešová,Kotešová
Ju3IlwS0uHk,sale,house,300,"partially renovated","okres Žilina",NULL,NULL
JurqmynKY4o,sale,house,240,"new construction","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok"
JuhsSA9jVzs,sale,house,250,unrenovated,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuvA9DjdPST,sale,house,140,"new construction","okres Ružomberok",Lisková,Lisková
JuXVSVVWVLI,sale,house,60,"fully renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuETUDXgsIk,sale,house,105,"partially renovated","okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
JuYGxQztZEP,sale,house,103,"new construction","okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
Juv2ewXXJKK,sale,house,300,"fully renovated","okres Martin",Vrútky,"Karvaša a Bláhovca"
Juy6D0BMpPr,sale,house,35,"new construction","okres Martin",Belá-Dulice,Belá-Dulice
JuRvLvEuC6c,sale,house,300,"partially renovated","okres Čadca",Turzovka,NULL
JuwhHVVh05e,sale,house,192,unrenovated,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
JubBBZpieJ3,sale,house,100,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JupqlbF43-v,sale,house,150,unrenovated,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuqhO5GsZ4W,sale,house,180,"new construction","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Juc74a1hN-t,sale,house,NULL,unrenovated,"okres Žilina",Mojš,Mojš
JuZgj6k1S7C,sale,house,348,"partially renovated","okres Martin",Martin,Stráne
JuvbGiTBrMG,sale,house,168,"new construction","okres Liptovský Mikuláš",Lazisko,Lazisko
JutexiRTg9m,sale,house,300,unrenovated,"okres Martin",Martin,Stred
Ju6pNzkI7kN,sale,house,882,unrenovated,"okres Martin",Martin,Stráne
JuIyY_wrQVH,sale,house,81,"new construction","okres Bytča",Bytča,"Veľká Bytča"
JuhQKNPNiRq,sale,house,210,"fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuSh2BSeYCy,sale,house,317,"fully renovated","okres Čadca",Podvysoká,Podvysoká
Jua80WPKb_h,sale,house,133,unrenovated,"okres Liptovský Mikuláš","Liptovský Hrádok","Nižné Fabriky"
JuWDHMTcRk5,sale,house,456,"partially renovated","okres Čadca",Klokočov,Klokočov
JuXLOLWve3w,sale,house,348,"partially renovated","okres Martin",Martin,Stráne
JuQ6y__HQN4,sale,house,1,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuXlTElDSTb,sale,house,700,"new construction","okres Žilina",Žilina,Závodie
JuL5-OdofNk,sale,house,300,"new construction","okres Žilina",Terchová,Terchová
JudAAa45gzT,sale,house,140,unrenovated,"okres Martin",Martin,Jahodníky
JuptIY7K5YK,sale,house,828,"partially renovated","okres Čadca",Turzovka,Predmier
JuMof2f50da,sale,house,60,"partially renovated","okres Žilina",Žilina,"Považský Chlmec"
JunBZ5UZ987,sale,house,170,"partially renovated","okres Čadca",Klokočov,Klokočov
JuZgBXj7DfA,sale,house,160,unrenovated,"okres Liptovský Mikuláš",Bobrovec,Bobrovec
Ju5BwjQ6s7y,sale,house,165,"partially renovated","okres Čadca",Čierne,Čierne
JuQab_JUcgQ,rent,house,162,"new construction","okres Martin",Vrútky,"Karvaša a Bláhovca"
JuEB6osELcj,sale,house,100,"partially renovated","okres Turčianske Teplice",Sklené,Sklené
Ju34HqZzlYZ,sale,house,220,"fully renovated","okres Žilina",Terchová,Terchová
Ju_JIspGy8j,sale,house,42,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuwY9aBM81x,sale,house,300,"partially renovated","okres Martin",Vrútky,"Dolné Vrútky"
Ju6FkAOvz_r,sale,house,79,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné
Ju8bN6JmGCo,sale,house,120,unrenovated,"okres Martin",Martin,Ľadoveň
Juq7eJIJyLK,sale,house,310,"partially renovated","okres Námestovo",Klin,Klin
JuF5wwqoPt-,sale,house,90,unrenovated,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JuXBeZX2j2W,sale,house,150,"fully renovated","okres Martin",Sučany,Sučany
JuRB3GLBQlr,sale,house,140,unrenovated,"okres Žilina",Rajec,Rajec
JulDvECm5wW,sale,house,175,"new construction","okres Žilina",Žilina,"Považský Chlmec"
JuWpbcAmhWj,sale,house,180,"new construction","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JutdauUbuYB,sale,house,178,"new construction","okres Žilina",Mojš,Mojš
JuKt4j2XFxX,sale,house,788,"partially renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuTM2PfA7TL,sale,house,172,"partially renovated","okres Žilina",Bitarová,Bitarová
JuHuCArgKgQ,sale,house,90,"new construction","okres Námestovo",Zubrohlava,Zubrohlava
JuLlb3Y20Mb,sale,house,158,"new construction","okres Námestovo",Zubrohlava,Zubrohlava
Jusa__2WO0Z,sale,house,101,"partially renovated","okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
JujyaTVjwhA,sale,house,116,"new construction","okres Námestovo",Námestovo,Stred
Jucbi7PZEnm,sale,house,90,unrenovated,"okres Čadca",Klokočov,Klokočov
JuM1C8fcu8K,sale,house,847,"fully renovated","okres Ružomberok",Ružomberok,NULL
Ju-vY43kOSm,sale,house,120,"fully renovated","okres Čadca",Klokočov,Klokočov
Ju6dKyzXet6,sale,house,131,"new construction","okres Žilina",Žilina,Strážov
JudnXD8m-sc,sale,house,102,"under construction","okres Martin",Martin,Priekopa
Ju6vI9Ongqb,sale,house,270,"partially renovated","okres Čadca",Klokočov,Klokočov
JuSGs9I7N10c,sale,house,236,"partially renovated","okres Turčianske Teplice",Čremošné,Čremošné
JuQQeemtPlQ,sale,house,445,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuN0fpmLbue,sale,house,400,"fully renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juc14yxwCWy,sale,house,209,"under construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuA6unfH09z,sale,house,250,"partially renovated","okres Martin",Martin,Stráne
JuRRi65QQer,rent,house,240,unrenovated,"okres Čadca",Čierne,Čierne
JuoL9EBWGdw,sale,house,84,unrenovated,"okres Žilina",Podhorie,Podhorie
Jus49Ig9CXx,sale,house,100,"partially renovated","okres Čadca",Čadca,Milošová
JuT-lYDfSlr,sale,house,120,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuTsKQYVo81,sale,house,318,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice
JuvJClErKby,sale,house,75,unrenovated,"okres Kysucké Nové Mesto",Rudina,Rudina
JuImgMwAlae,sale,house,125,"new construction","okres Žilina",Bitarová,Bitarová
Junjv5ltBRp,sale,house,100,"under construction","okres Turčianske Teplice",Sklené,Sklené
JuJRg0E5VNn,sale,house,140,"new construction","okres Martin",Valča,Valča
Ju_7upNwBrj,sale,house,110,unrenovated,"okres Dolný Kubín",Malatiná,Malatiná
Juyma4ypNNK,sale,house,240,"new construction","okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju21sNa5df6,sale,house,250,"partially renovated","okres Martin",Belá-Dulice,Belá-Dulice
JueQzTcIDeQ,sale,house,42,"new construction","okres Ružomberok",Ružomberok,Baničné
JuWFwDq9Hos,sale,house,100,unrenovated,"okres Ružomberok",Likavka,Likavka
Juw-gEYpFG_,sale,house,135,"new construction","okres Čadca",Čadca,Milošová
Ju3_GjYaBPA,sale,house,1056,unrenovated,"okres Čadca",Čadca,Centrum
JufgKb9FR3J,sale,house,60,"partially renovated","okres Ružomberok",Ludrová,Ludrová
JunNJzhFnyu,sale,house,270,"fully renovated","okres Čadca",Čierne,Čierne
Juk_6IbuVg4,sale,house,240,unrenovated,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuzURL47734,sale,house,1,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Juhv-0ib6ND,sale,house,1,unrenovated,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JulUfy26PQZ,sale,house,205,unrenovated,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuFy8odNEYG,sale,house,1281,"fully renovated","okres Ružomberok",Ludrová,Ludrová
JuzPTGI_Ub6,sale,house,120,"new construction","okres Žilina","Dlhé Pole","Dlhé Pole"
JubVNOBehQJp,sale,house,260,"fully renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JujihkczWnc,sale,house,NULL,"partially renovated","okres Čadca",Raková,Raková
Ju5HL9HCWYK,sale,house,806,"partially renovated","okres Liptovský Mikuláš",Podtureň,Podtureň
JuTAR5A7Hvk,sale,house,209,"new construction","okres Bytča",Bytča,"Hliník nad Váhom"
Juk8YxA4P9Q,sale,house,128,"partially renovated","okres Tvrdošín",Zábiedovo,Zábiedovo
JuH7gFUPY7f,sale,house,280,"fully renovated","okres Žilina",Gbeľany,Gbeľany
JuVQBJSx5aQ,sale,house,100,unrenovated,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuHEeYDAKYc,sale,house,200,unrenovated,"okres Čadca",Zákopčie,Zákopčie
Ju4LHbtx5iy,sale,house,49,unrenovated,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju818YWB7Et,sale,house,195,"partially renovated","okres Martin",Valča,Valča
JuvprX5EDq1,sale,house,88,"fully renovated","okres Ružomberok",Likavka,Likavka
Ju769ToQ74D,sale,house,200,"new construction","okres Žilina",Žilina,"Žilinská Lehota"
JuOV-FJAPLW,sale,house,100,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter"
Ju4ivccKHTO,sale,house,200,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota"
Juygw_dFMSa,sale,house,400,"fully renovated","okres Žilina",Žilina,"Malá Praha"
Ju_VPyRRw8c,sale,house,160,unrenovated,"okres Čadca",Klokočov,Klokočov
JuD_agZTj5g,sale,house,1028,unrenovated,"okres Námestovo","Oravské Veselé","Oravské Veselé"
JuEyQXVJHfz,sale,house,143,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
Juady9vqBv8,sale,house,350,"new construction","okres Čadca",Klokočov,Klokočov
Juj0QibLMWk,sale,house,186,"new construction","okres Čadca","Krásno nad Kysucou",Stred
Ju3T5ymjwHh,sale,house,105,unrenovated,"okres Martin",Vrútky,"Dolné Vrútky"
Ju-s0a69uoP,sale,house,NULL,"fully renovated","okres Žilina",Rajec,Rajec
Jua9bDzVCPy,sale,house,110,unrenovated,"okres Ružomberok",Lisková,Lisková
Ju4sn1YIbXo,sale,house,NULL,"new construction","okres Námestovo",Vavrečka,Vavrečka
JuUAzZ1DM53h,sale,house,97,"fully renovated","okres Martin",Martin,Stred
JuVWSdPVacq,sale,house,160,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuoeXyKL-xw,sale,house,240,"partially renovated","okres Martin",Martin,"Kolónia Hviezda"
JuU-CdEC7dE,sale,house,140,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec
JuyjJhU57Ie,sale,house,280,"fully renovated","okres Martin",Dražkovce,Dražkovce
JuUOF1Y8GRc,sale,house,800,"partially renovated","okres Ružomberok",Martinček,Martinček
JuS_jt578hW,sale,house,266,"partially renovated","okres Žilina",Strečno,Strečno
JuTtMGChCvj,sale,house,664,"partially renovated","okres Ružomberok",Ivachnová,Ivachnová
JubSMkcIUwQ,sale,house,450,"fully renovated","okres Žilina",Terchová,Terchová
JuUPsxDPB3P,sale,house,226,unrenovated,"okres Dolný Kubín",Pribiš,Pribiš
JuNSm4v7OPl,sale,house,58,"new construction","okres Čadca","Stará Bystrica","Stará Bystrica"
Ju85rN2RkNp,sale,house,320,"partially renovated","okres Žilina",Žilina,Bôrik
JuGV2Mc53Dd,sale,house,121,"new construction","okres Námestovo",Ťapešovo,Ťapešovo
Ju_8_vlnZwY,sale,house,18,"new construction","okres Ružomberok",Ružomberok,"Biely Potok"
JulClHeflP9,sale,house,180,"fully renovated","okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuQiG2ih2SK,sale,house,NULL,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JugmUi1YrCL,sale,house,NULL,"partially renovated","okres Turčianske Teplice",Jasenovo,Jasenovo
JuAUegGsDW_,sale,house,96,"fully renovated","okres Turčianske Teplice",Turček,Turček
JuLc8gW9OHd,sale,house,220,unrenovated,"okres Žilina",Žilina,Závodie
JuD5IEP-_uU,sale,house,728,"new construction","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Juh02qpId7f,sale,house,180,"partially renovated","okres Čadca",Čadca,Rieka
JudW0vCLa-q,sale,house,220,"partially renovated","okres Žilina",Žilina,Budatín
JuZSCNK7v3l,sale,house,300,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuNXUaLV7F5,sale,house,117,"new construction","okres Čadca",Čadca,Kyzkovci
Jubpxb0JsTj,sale,house,140,unrenovated,"okres Čadca",Klokočov,Klokočov
Ju4kDIYSKlj,sale,house,210,unrenovated,"okres Martin",Žabokreky,Žabokreky
Jua9FHHUfWA,sale,house,150,"partially renovated","okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno"
JufVXI6GuhC,sale,house,520,"partially renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juevnd4jsoA,sale,house,100,"partially renovated","okres Kysucké Nové Mesto",Nesluša,Nesluša
JuY6OUpbXjU,sale,house,159,"new construction","okres Žilina",Mojš,Mojš
Jug6zZpbgms,sale,house,125,"fully renovated","okres Žilina",Terchová,Terchová
JuP0XzI2a8X,sale,house,160,unrenovated,"okres Námestovo",Lomná,Lomná
JuQ_I0ff1WB,sale,house,1,"partially renovated","okres Bytča",Kotešová,Kotešová
