offer_id,property_type,terrain,location_district,location_city,location_area
JuUyJggM4z1,house,NULL,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuR4pf3ePqS,house,flat,"okres Čadca",Makov,Makov
Jufy8CKURgq,house,"gently sloped","okres Žilina",Terchová,Terchová
Jul6ieKbYlp,house,other,"okres Žilina",Višňové,Višňové
Juo6oycVN3c,house,flat,"okres Martin",Sučany,Sučany
Ju95SyJKFz2,house,flat,"okres Martin",Sučany,Sučany
JuLzQl1X89Z,house,flat,"okres Martin",Martin,Priekopa
JuKWyVNMM2k,house,sloped,"okres Martin",Martin,Stráne
JuGmc6FHo9t,house,flat,"okres Bytča",Bytča,"Hliník nad Váhom"
JuuHc7n3_6p,house,other,"okres Ružomberok",Ružomberok,"Nová Hrboltová"
JuAHK-zDu1n,house,sloped,"okres Martin",Martin,Stráne
JupJ40WhVz4,house,flat,"okres Bytča",Bytča,"Veľká Bytča"
JuH4UL-NFsu,house,"gently sloped","okres Martin",Podhradie,Podhradie
Juk7YsiM63G,house,terraced,"okres Ružomberok",Ružomberok,Baničné
Ju9WjpqJLA4,house,sloped,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Ju7QPzGiQmY,house,"mostly flat","okres Žilina",Žilina,Strážov
Jubs_Rgnyxf,house,NULL,"okres Žilina",Kunerad,Kunerad
JukbTdt_vUz,house,"gently sloped","okres Ružomberok",Lúčky,Lúčky
Jul8ny-uWFg,house,flat,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuoVr-cpqoy,house,other,"okres Ružomberok",Lúčky,Lúčky
JuzY7TnxlPO,house,NULL,"okres Martin",Bystrička,Bystrička
JuHri8JYCPm,house,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Ju87PUjUkTd,house,NULL,"okres Žilina","Nezbudská Lúčka","Nezbudská Lúčka"
JupIfiIMuTQ,house,flat,"okres Liptovský Mikuláš",Važec,Važec
Juesp2zf3lY,house,flat,"okres Čadca",Čadca,Podzávoz
Ju43uV08_mz,house,flat,"okres Žilina",Bitarová,Bitarová
Juulf_xdqDW,house,flat,"okres Žilina",Stránske,Stránske
Jui5kD-W6hC,house,NULL,"okres Čadca","Krásno nad Kysucou",Stred
Junzbld49fm,house,flat,"okres Žilina",Rosina,Rosina
Jurqon-UYJo,house,flat,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JuJo8q5h32F,house,flat,"okres Bytča",Bytča,"Hliník nad Váhom"
JuJuIHXfekH,house,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
JulGQ6sAAqR,house,"gently sloped","okres Ružomberok",Ludrová,Ludrová
JuaNEutdar9,house,NULL,"okres Žilina",Žilina,"Staré mesto"
Jum9sBowvy-,house,NULL,"okres Martin",Daňová,Ďanová
Ju3IEZxl8sI,house,"gently sloped","okres Žilina",Hôrky,Hôrky
Ju6zOlWlIEn,house,NULL,"okres Námestovo",Námestovo,NULL
JumYwG9N16J,house,"mostly flat","okres Žilina","Dolný Hričov","Dolný Hričov"
JumqO7twJWm,house,"gently sloped","okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno"
JuWd2pCrRH_,house,NULL,"okres Čadca",Makov,Makov
JuRSkMGH43Z,house,flat,"okres Martin",Sučany,Sučany
JuvpwpffhEi,house,flat,"okres Turčianske Teplice",Turček,Turček
JuPH-vU7UCa,house,"mostly flat","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
Ju4t5QuZmxI,house,other,"okres Žilina",Bitarová,Bitarová
JuWqe9aFJtO,house,NULL,"okres Čadca",Makov,Makov
Ju1u_LxXjv_,house,NULL,"okres Námestovo",Hruštín,Hruštín
JuZH2c0UQaC,house,"gently sloped","okres Dolný Kubín",Istebné,Istebné
JuifoQkrLih,house,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JuT_Z-uedyr,house,flat,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuVUBQ_BboU,house,flat,"okres Žilina",Varín,Varín
Juc6GgFARDk,house,"gently sloped","okres Turčianske Teplice",Mošovce,Mošovce
Ju3g9Tmxsx0,house,NULL,"okres Tvrdošín",Tvrdošín,NULL
Ju9bxb0AsZ-,house,flat,"okres Žilina",Žilina,Bôrik
Ju5WlUoNnF_,house,flat,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JuD5uzQaJoc,house,NULL,"okres Čadca",Staškov,Staškov
Ju7YL1bOSxr,house,flat,"okres Martin",Martin,Tomčany
JuLldceaNDG,house,flat,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuUtmIZFvND,house,flat,"okres Žilina",Zbyňov,Zbyňov
Jux8MtDRHBs,house,"gently sloped","okres Ružomberok",Ludrová,Ludrová
JutC-Cu36o8,house,flat,"okres Ružomberok",Lúčky,Lúčky
JuDfYgIpdG6,house,flat,"okres Turčianske Teplice",Turček,Turček
Jut1FKOGHsr,house,NULL,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
JuzL3Tg4FHZ,house,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuNjxGvR8-8K,house,flat,"okres Martin",Necpaly,Necpaly
Ju03oBXaeQc,house,"mostly flat","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JufhG56lKjf,house,flat,"okres Žilina",Nededza,Nededza
JuKqDyif0fX,house,"gently sloped","okres Liptovský Mikuláš",Ižipovce,Ižipovce
JuzDr69odLH,house,NULL,"okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter"
JuiqUvi14Ah,house,flat,"okres Dolný Kubín","Dolný Kubín",Brezovec
Jut7QcdjJY5,house,flat,"okres Ružomberok","Liptovský Michal","Liptovský Michal"
JuhPLsUvGvt,house,flat,"okres Bytča",Kolárovice,Kolárovice
JutBfnbUyCO,house,flat,"okres Čadca",Turzovka,Stred
Jui278_mFqV,house,flat,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju7H01GL5VL,house,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuGDOocgqAc,house,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
Ju93SZsV6kw,house,flat,"okres Liptovský Mikuláš",Vlachy,Vlachy
Jus8h9w72dE,house,flat,"okres Turčianske Teplice",Mošovce,Mošovce
JumiXs0CTuk,house,flat,"okres Žilina",Žilina,Bôrik
JudhYxOMjs-,house,flat,"okres Martin","Turčianske Jaseno","Turčianske Jaseno"
JuBupKbsyvd,house,flat,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JuwFC0un5b_,house,NULL,"okres Žilina",Svederník,Svederník
JuZdGf3bWpL,house,flat,"okres Martin",Martin,Stráne
JuD3uZlGgpH,house,flat,"okres Martin",Blatnica,Blatnica
JuudsKv8ZzL,house,flat,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
Ju6-QSVU-qk,house,flat,"okres Martin",Martin,Stred
JuHNF3pBoBi,house,flat,"okres Bytča",Bytča,"Hliník nad Váhom"
Jugcs0uLwc2,house,flat,"okres Ružomberok",Ivachnová,Ivachnová
JuO9hxI47lb,house,flat,"okres Liptovský Mikuláš",Vlachy,Vlachy
Juyo-JecQoZ,house,flat,"okres Martin",Trebostovo,Trebostovo
JuNaVEIvSqO,house,sloped,"okres Žilina",Žilina,Bytčica
JuC0hqQ5K-3,house,NULL,"okres Martin",Belá-Dulice,Belá-Dulice
JuNWUZoKon_,house,NULL,"okres Žilina",Žilina,Trnové
JuNIAiX-3DT,house,NULL,"okres Žilina",Zbyňov,Zbyňov
JuKdkYrCkFc,house,"mostly flat","okres Žilina",Žilina,"Staré mesto"
Ju1n1rQGodR,house,"mostly flat","okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
Juv2G90qWzS,house,"gently sloped","okres Čadca",Čadca,Rieka
Ju5rRr5_rO4,house,"gently sloped","okres Žilina",Bitarová,Bitarová
Ju9Ur37Ixsd,house,flat,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
JuQOZ5dK_ne,house,flat,"okres Martin",Belá-Dulice,Belá-Dulice
Ju8hKWbYUWy,house,"gently sloped","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
Ju7tnCJHH6a,house,flat,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuqGAjkW2wB,house,"mostly flat","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JuX-Od8Y1qK,house,NULL,"okres Žilina",Žilina,"Malá Praha"
JuFs-_Bf_af,house,sloped,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
Ju4PmqrQDXe,house,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice
JumZ3KaibB-,house,flat,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou"
JuNJQwnH7BK,house,sloped,"okres Ružomberok",Ružomberok,Roveň
JuOxQMLskud,house,flat,"okres Žilina",Mojš,Mojš
Juo53M0tI-p,house,flat,"okres Martin",Žabokreky,Žabokreky
JuptDHkjOFq,house,flat,"okres Martin",Sučany,Sučany
Ju3J0qgjHl5,house,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná"
Ju2Gi9KH9b9,house,other,"okres Žilina",Varín,Varín
Juyu3gyyoUE,house,"gently sloped","okres Žilina",Konská,Konská
Juci-VafLS1,house,flat,"okres Martin",Martin,Stred
JulGanHAPf5,house,"gently sloped","okres Martin",Martin,Stráne
JuzJzITWl1v,house,flat,"okres Bytča",Kotešová,Kotešová
JulcRSD3gjg,house,flat,"okres Bytča",Predmier,Predmier
JuEGZyoSAd7,house,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
JuRPbrRONba,house,"gently sloped","okres Liptovský Mikuláš","Veterná Poruba","Veterná Poruba"
Ju9Oh18pKW-,house,NULL,"okres Martin",Valča,Valča
JuPKcjp9xEd,house,NULL,"okres Martin",Valča,Valča
JunEHVtE89L,house,NULL,"okres Martin",Martin,Stráne
JupOom9u70b,house,"gently sloped","okres Ružomberok",Lúčky,Lúčky
JuYzFawuXq5,house,"mostly flat","okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
Ju30Zqi5n0z,house,flat,"okres Martin",Slovany,Slovany
JuCHMAziUOL,house,NULL,"okres Martin",Krpeľany,Krpeľany
Ju9q0Byrbad,house,other,"okres Liptovský Mikuláš",Východná,Východná
JudaUInUE_Q,house,flat,"okres Námestovo","Oravská Polhora","Oravská Polhora"
JuSpQ8TslIA,house,"mostly flat","okres Žilina",Lysica,Lysica
JudexsMMWLq,house,flat,"okres Bytča",Kotešová,Kotešová
JupsJLU23Ow,house,"gently sloped","okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava"
JuD0RMwirEa,house,NULL,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
Jui7jyAQtCR,house,flat,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuU0HWFwzX3,house,flat,"okres Žilina",Žilina,Bytčica
JuVQq2TIIOM,house,flat,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuHoYrf0eK_,house,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuwkeSmHDEB,house,flat,"okres Martin",Valča,Valča
JuK5t-4VCJ4,house,other,"okres Žilina",Višňové,Višňové
Ju6vaHOHcqi,house,flat,"okres Žilina",Belá,Belá
JuR54DrWWfx,house,flat,"okres Námestovo",Rabča,Rabča
Ju9syh9ycRi,house,"gently sloped","okres Žilina",Terchová,Terchová
JudspgTQPox,house,NULL,"okres Liptovský Mikuláš",Jakubovany,Jakubovany
JuWRJBDqxZU,house,"gently sloped","okres Martin",Martin,Jahodníky
JucU49przXp,house,"mostly flat","okres Žilina",Žilina,Bytčica
JuHloqFiiMy,house,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuMF2TBH415,house,flat,"okres Čadca",Čadca,Podzávoz
Juj5mPJZurA,house,"gently sloped","okres Ružomberok",Kalameny,Kalameny
Ju0MEaj2qZ5,house,NULL,"okres Žilina",Svederník,Svederník
JukV9h68kmJ,house,flat,"okres Žilina",Lietava,Lietava
JurmJUyDt1Y,house,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš",Ploštín
JuIUgSVHd_-,house,NULL,"okres Dolný Kubín",Malatiná,Malatiná
JuNuINWKCa2,house,NULL,"okres Žilina",Žilina,"Staré mesto"
JuElQR6VJXT,house,other,"okres Žilina",Varín,Varín
JugpfnfthRi,house,flat,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju7u3ZsxEKq,house,NULL,"okres Žilina",Žilina,Závodie
JuXgUKUYl2D,house,flat,"okres Martin",Valča,Valča
JuBRCEsLH8a,house,flat,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
JunnoZAS6r4,house,flat,"okres Žilina",Šuja,Šuja
JubDt8HjaHe,house,"gently sloped","okres Čadca",Turzovka,Turkov
JuezaaUAQTl,house,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuQDs3mKg8t,house,flat,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuLMYErMTc7,house,NULL,"okres Tvrdošín",Nižná,Nižná
JucjxVVq04h,house,flat,"okres Turčianske Teplice","Malý Čepčín","Malý Čepčín"
JumTdoXdYLm,house,flat,"okres Žilina",Svederník,Svederník
JurRSzjWlL8,house,flat,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuriX67hMEI,house,flat,"okres Martin",Martin,Tomčany
JuO-ay8jwWD,house,"gently sloped","okres Martin","Turčiansky Peter","Turčiansky Peter"
JuJID0tPHnq,house,flat,"okres Námestovo","Oravská Polhora","Oravská Polhora"
JuLBQXVqbdX,house,flat,"okres Liptovský Mikuláš",Bukovina,Bukovina
Ju7eOmn6zgP,house,NULL,"okres Čadca",Oščadnica,Oščadnica
JuZ8oOwqQdG,house,flat,"okres Turčianske Teplice","Turčianske Teplice","Dolná Štubňa"
JuARm8MK_Jy,house,"gently sloped","okres Čadca",Olešná,Olešná
Jus9h_TYBDi,house,NULL,"okres Martin",Martin,Ľadoveň
Ju2kIhSkruG,house,NULL,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuZWywKzXos,house,flat,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JunnDHXXyHF,house,flat,"okres Martin",Martin,"Kolónia Hviezda"
JuehhqekRE3,house,flat,"okres Martin",Sučany,Sučany
JueF3aQCPcy,house,flat,"okres Dolný Kubín","Oravská Poruba","Oravská Poruba"
Jux6Z04Xzh-,house,NULL,"okres Ružomberok",Ružomberok,"Staré mesto"
JudcWud0S5R,house,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JuWsjVyvGYF,house,other,"okres Žilina",Žilina,Budatín
Ju2Af8_9s5q,house,flat,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuXODWR0O8-,house,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JuZIWdD4tzb,house,NULL,"okres Martin",Valča,Valča
JueEpOsUCTO,house,flat,"okres Martin",Nolčovo,Nolčovo
JugQaDVNZYB,house,NULL,"okres Čadca",Oščadnica,Oščadnica
Ju6B6hGeR8q,house,flat,"okres Žilina",Rajec,Rajec
JuLCVpKj44A,house,NULL,"okres Turčianske Teplice",Čremošné,Čremošné
JuKaa51rOO4,house,NULL,"okres Žilina",Turie,Turie
JuEn5otkiFX,house,flat,"okres Martin",Martin,Stráne
JuzvCto22Um,house,"mostly flat","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
JuTP76BJSu5,house,flat,"okres Tvrdošín",Vitanová,Vitanová
Juc0qnwekhj,house,flat,"okres Žilina",Žilina,Strážov
JuZHoBEOwFW,house,"gently sloped","okres Bytča",Kolárovice,Kolárovice
Ju_z9MMC1dy,house,flat,"okres Žilina",Žilina,Strážov
Juqdw7QyPcz,house,flat,"okres Liptovský Mikuláš",Važec,Važec
JuDgbTTsbUm,house,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JuN1DWMcWPA,house,flat,"okres Martin",Martin,Priekopa
JuFMkd6Ft4u,house,NULL,"okres Martin",Martin,Tomčany
Juq8C9WZ_ld,house,flat,"okres Martin",Martin,Stráne
JuUGbhQf4wL,house,"mostly flat","okres Žilina","Rajecké Teplice",Poluvsie
Ju9v343jGsQ,house,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuBLiYfiieE,house,"mostly flat","okres Žilina",Turie,Turie
Ju6JqIt-z8V,house,"mostly flat","okres Žilina","Horný Hričov","Horný Hričov"
Jub69pejgUi,house,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné"
Ju8oUNOWXin,house,"gently sloped","okres Žilina",Svederník,Svederník
JuK4J7tWBLU,house,flat,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
Ju1OQAznjJC,house,flat,"okres Ružomberok",Likavka,Likavka
JuXGC09hAid,house,flat,"okres Tvrdošín",Nižná,Nižná
Jur2iE4GKyv,land,"gently sloped","okres Martin",Sklabiňa,Sklabiňa
Ju5Ehcheq2v,land,terraced,"okres Žilina",Višňové,Višňové
JuhyQTsj1LU,land,NULL,"okres Žilina",Hôrky,Hôrky
JuPp6sukGjm,land,NULL,"okres Žilina",Žilina,Bôrik
JuAINHKEpb9,land,flat,"okres Žilina",Žilina,Trnové
JubBzZv3CZ4,land,flat,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Jubyz8KHpaA,land,flat,"okres Liptovský Mikuláš",Lazisko,Lazisko
JuWu8X5e0jn,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
Ju5paSEB6Nv,land,NULL,"okres Žilina",Terchová,Terchová
JuaCQD06zTh,land,"gently sloped","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JuKYxcrrEwh,land,NULL,"okres Námestovo",Zákamenné,Zákamenné
JuJYKVSAq2k,land,NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná
JusCOC7JYu5,land,flat,"okres Ružomberok",Štiavnička,Štiavnička
Juv5TkPsj9T,land,"gently sloped","okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
JuRufzqYfTo,land,"gently sloped","okres Žilina",Žilina,Budatín
JuB6HhfZSPN,land,"gently sloped","okres Žilina",Žilina,Budatín
JuNR7iOAWOb,land,flat,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
JuNztztwtJj,land,NULL,"okres Žilina",Žilina,Bôrik
JudgSom7ejT,land,flat,"okres Čadca",Staškov,Staškov
Ju98hXHMfyH,land,flat,"okres Čadca",Olešná,Olešná
JuEJOqphXdZ,land,"mostly flat","okres Čadca",Raková,Raková
Jul095-F2H-,land,flat,"okres Martin",Sklabiňa,Sklabiňa
JuPGYcuAlfl,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuLNhT-3oNA,land,flat,"okres Bytča",Maršová-Rašov,Maršová-Rašov
Jus3WMnENIj,land,"gently sloped","okres Žilina",Zbyňov,Zbyňov
JuWnFD5OAUU,land,"gently sloped","okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Ju-0W9ug2Ol,land,flat,"okres Čadca",Turzovka,Predmier
JuizzObcJTE,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JugrI7ZBfpT,land,flat,"okres Žilina",Krasňany,Krasňany
JuiwS-gpQB1,land,"gently sloped","okres Martin",Laskár,Laskár
JujdYIr-c-p,land,NULL,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce"
JusoxTNDyJI,land,NULL,"okres Námestovo",Námestovo,Brehy
Ju7_LrB_NNB,land,NULL,"okres Žilina",Žilina,Trnové
JufLDox5EGX,land,"gently sloped","okres Bytča",Hvozdnica,Hvozdnica
Jux6EDO87ml,land,"gently sloped","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Judk1z1b1Nd,land,other,"okres Martin",Blatnica,Blatnica
JuUiQvR03zd,land,"gently sloped","okres Žilina",Hôrky,Hôrky
JuYxVfR__Nx,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JuxusjEdK8z,land,"mostly flat","okres Martin",Sučany,Sučany
Juisb1V01uC,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
Jur-h57QXWc,land,terraced,"okres Žilina",Žilina,Budatín
Ju9rSU4gBpn,land,flat,"okres Žilina",Ovčiarsko,Ovčiarsko
JuGKRtmsaxJ,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
Jurn7Tjk47J,land,"gently sloped","okres Žilina",Bitarová,Bitarová
JuFdP62I-_O,land,NULL,"okres Liptovský Mikuláš",Prosiek,Prosiek
JugjLuDjRtG,land,"gently sloped","okres Žilina",Varín,Varín
Ju9yYyvLM4S,land,flat,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JuEOlFJy7eI,land,flat,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Ju_3Vu8GkBj,land,"gently sloped","okres Žilina",Žilina,Brodno
JuCdo9RybP_,land,NULL,"okres Čadca",Svrčinovec,Svrčinovec
JuQqb1Uylo_,land,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juo4-ERrO5Y,land,NULL,"okres Martin",Turany,Turany
JuqKis-FMaT,land,NULL,"okres Žilina",Svederník,Svederník
Ju11TbSO8Lx,land,NULL,"okres Martin",Valča,Valča
Jumx1pcB1EA,land,sloped,"okres Žilina","Dolná Tižina","Dolná Tižina"
Ju_om9GbVZa,land,NULL,"okres Martin",Martin,Priekopa
JuDFkgbrvLz,land,flat,"okres Dolný Kubín",Veličná,Veličná
JuWNBUmtL8H,land,"gently sloped","okres Čadca",Čadca,Podzávoz
JuI3WIo1gnr,land,flat,"okres Kysucké Nové Mesto",Povina,Povina
JuHPdbSyfw3,land,NULL,"okres Turčianske Teplice",Turček,Turček
JummK5hE8Lr,land,"gently sloped","okres Žilina",Žilina,"Žilinská Lehota"
Jue_IKSyNYA,land,"mostly flat","okres Čadca",Raková,Raková
Jufp6SmYJxs,land,flat,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuKcCOH5Bgu,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuQXoAMiC5M,land,NULL,"okres Žilina",Kunerad,Kunerad
JujYYo9Qtpi,land,"gently sloped","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuY_o0Hq1ua,land,"gently sloped","okres Kysucké Nové Mesto",Snežnica,Snežnica
Ju9DTwAgiHG,land,flat,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
JuARnh9cPNq,land,flat,"okres Liptovský Mikuláš",Jamník,Jamník
Ju_Khlvp1_L,land,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuwYiWFslPL,land,flat,"okres Martin",Trnovo,Trnovo
Ju6_q9iLcH2,land,"gently sloped","okres Kysucké Nové Mesto",Povina,Povina
JuVeKcRGSvF,land,NULL,"okres Martin",Turany,Turany
JuUUj1AEgQf,land,"gently sloped","okres Dolný Kubín",Malatiná,Malatiná
JuAewW0gIjM,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JutgQ5gFNVe,land,"gently sloped","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Ju2DkJ0tL0r,land,flat,"okres Liptovský Mikuláš",Kvačany,Kvačany
JusNOhzmA1cV,land,NULL,"okres Žilina","Dlhé Pole","Dlhé Pole"
Julm5UqUwbF,land,"gently sloped","okres Martin",Vrícko,Vrícko
JuoWIuSbW9f,land,NULL,"okres Martin",Turany,Turany
Ju3DHGm3SX3,land,"gently sloped","okres Žilina",Žilina,"Žilinská Lehota"
JujU-NvkZd5,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuuLvwvMnqi,land,"gently sloped","okres Dolný Kubín",Veličná,Veličná
Ju7-tv2yvGe,land,flat,"okres Bytča",Štiavnik,Štiavnik
Ju2XjdxAKiA,land,"gently sloped","okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou"
JuMA67ZT6Dj,land,flat,"okres Žilina",Svederník,Svederník
Ju5G02PfLPf,land,"gently sloped","okres Martin","Turčiansky Jaseno","Turčiansky Jaseno"
Jurrvwf7__Y,land,"gently sloped","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuxqyTwKPA7,land,NULL,"okres Čadca",Oščadnica,Oščadnica
Ju3pFJiSu2s,land,"gently sloped","okres Dolný Kubín",Zázrivá,Zázrivá
JupsaGq4wbB,land,"gently sloped","okres Martin",Turany,Turany
JusMGCS4uqf,land,flat,"okres Žilina",Stránske,Stránske
JuCWsWXxn1N,land,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
Jus70LjxyN8,land,NULL,"okres Čadca",Skalité,Skalité
JuWllUMOah9,land,"gently sloped","okres Žilina",Žilina,Budatín
JuZjAAYPCXKg,land,"gently sloped","okres Dolný Kubín","Horná Lehota","Horná Lehota"
JulXTVjCmG0,land,flat,"okres Turčianske Teplice",Jazernica,Jazernica
JuRVHpRHSGQ,land,"gently sloped","okres Martin","Dolný Kalník","Dolný Kalník"
JumCABBKmrv,land,sloped,"okres Žilina",Žilina,Hájik
JuyrQlq623r,land,flat,"okres Žilina",Rosina,Rosina
JuHPJ-p52W2,land,"mostly flat","okres Ružomberok","Liptovský Michal","Liptovský Michal"
Ju7mSPUl1TY3,land,other,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Juarq9_UTUn,land,NULL,"okres Námestovo",Ťapešovo,Ťapešovo
Jud1n40d-dn,land,flat,"okres Žilina",Krasňany,Krasňany
Ju2_HPkQ8s2,land,other,"okres Dolný Kubín",Párnica,Párnica
JuXDdV7DuGH,land,"gently sloped","okres Dolný Kubín",Veličná,Veličná
JuXGG7E_fDg,land,flat,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
Ju9QSsEf9gw,land,sloped,"okres Dolný Kubín",Párnica,Párnica
JuWNTIbPUJS,land,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jue_9ALQet2b,land,"gently sloped","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Jut36Rci3LJ,land,NULL,"okres Žilina",Žilina,Strážov
JumDim2HAtJ,land,NULL,"okres Žilina",Žilina,Budatín
JuhJeiPLlID,land,"gently sloped","okres Žilina",Žilina,Trnové
JuWSeZfgL-Y,land,flat,"okres Liptovský Mikuláš",Vavrišovo,Vavrišovo
Jub-7EwQ_Rho,land,flat,"okres Ružomberok",Ružomberok,Černová
Ju5nXGRiNlM,land,NULL,"okres Martin",Ratkovo,Ratkovo
Ju_bN-ewyhS,land,flat,"okres Žilina",Kunerad,Kunerad
JujRK5xYV79,land,flat,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JueuBN1Nu8x,land,NULL,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JudQL3RTdOS,land,NULL,"okres Žilina",Turie,Turie
JuhckkiisBJp,land,NULL,"okres Čadca",Čierne,Čierne
Ju9e7LtrfAt,land,NULL,"okres Žilina",Lysica,Lysica
Ju0yTvWbSXD,land,NULL,"okres Žilina",Žilina,Bytčica
JuhEf6udQZD,land,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JuaHyO1MbDH,land,NULL,"okres Čadca",Svrčinovec,Svrčinovec
Ju6g_Z5mX7e,land,flat,"okres Martin",Martin,Stráne
JuLljn1aubH,land,NULL,"okres Martin",Slovany,Slovany
JuU1wLvylPv,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica
