offer_id,offer_type,property_type,area,condition,agency,office_city
JuIa9S8sGpG,sale,house,121,"development project","RIEŠIME BÝVANIE",Bratislava
JuhybejcNce,sale,house,160,unrenovated,"TUreality s.r.o.",Žilina
JudjXQh6SyX,sale,house,280,"partially renovated","BeMi realitná kancelária",Nitra
JujhU5M-jAg,sale,house,210,unrenovated,"Realitné kancelárie SR",Bratislava
JudzDOvNunu,sale,house,1481,unrenovated,"Reality Alpia",Martin
JuqIXurDwQ_,sale,house,80,"fully renovated","RES GROUP, s.r.o.",Žilina
Ju-2w5wgukg,sale,house,NULL,unrenovated,"HALO reality, s.r.o.",Prievidza
Ju4X02ZQGPa,sale,house,105,"fully renovated","BeMi realitná kancelária",Nitra
JuPdbj_I7Hc,sale,house,736,unrenovated,NULL,NULL
JuEHqE5JgWy,sale,house,NULL,"new construction",NULL,NULL
Ju88y75X0Gs,sale,house,30,"new construction","IVANING, s. r. o.",Ružomberok
JukLj5VG39M,sale,house,58,"new construction","Real Estate Group4U","Považská Bystrica"
Ju3I_NXNtd2,sale,house,NULL,unrenovated,NULL,NULL
Ju0TAHkXz3F,sale,house,190,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JujeHqSaOD9,sale,house,177,"fully renovated","MGM reality",Žilina
JumkXTsGPeO,sale,house,97,"under construction","RES GROUP, s.r.o.",Žilina
JuhK758b38X,sale,house,140,"new construction","Real Estate Group4U","Považská Bystrica"
Ju2mmFeZCca,rent,house,85,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju_D1IbOI5l,sale,house,318,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JucYnfxB91V,sale,house,55,"new construction","Good Reality s.r.o.",Rovinka
JufRC9onHuL,sale,house,295,"new construction","Arvin & Benet",Bratislava
JuvbAAJAVQ8,sale,house,650,unrenovated,"TARGETreal s. r. o.",Žilina
Ju5R8pDPeWZ,sale,house,264,"fully renovated","ALT REAL, s.r.o.",Martin
Ju6HLriDjfB,sale,house,135,"new construction","ALT REAL, s.r.o.",Martin
Ju7mrdPR_cn,sale,house,305,"fully renovated","RIEŠIME BÝVANIE",Bratislava
Ju-2YZ37zxt,sale,house,95,"partially renovated",liptoreal,"Liptovský Mikuláš"
Ju1cp4Zdad9,sale,house,134,"new construction",donidDevelop,"Dolný Kubín"
JuImZsLhUXIL,sale,house,110,"under construction","BeMi realitná kancelária",Nitra
JulXcIcccXx,sale,house,200,"new construction","Wealth Group, s.r.o.","Nová Dedinka"
Ju2sBY5BIo1,sale,house,250,"fully renovated","RIEŠIME BÝVANIE",Bratislava
JuE7_yY48hp,sale,house,150,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JutBfeFBhgA,sale,house,340,"fully renovated","Winners Reality Slovakia, s.r.o.",Bratislava
JuZhO-rErgT,sale,house,170,"partially renovated","SLNOVRAT, s.r.o.",Olešná
JuDTlIGxbmz,sale,house,190,"new construction","PRIMA reality s.r.o.",Žilina
JuOha8XJ-eZ,sale,house,100,unrenovated,"Reality ASTORIA, s.r.o.",Martin
Ju2EG21S4h4,sale,house,29,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Jum5hTEjQIq,sale,house,1200,unrenovated,"Reality Alpia",Martin
JuG-bGr9or0,sale,house,680,"new construction","Reality Alpia",Martin
JumII_lj6i4,sale,house,84,"new construction","TARGETreal s. r. o.",Žilina
JunpOFmuQsM,sale,house,300,"fully renovated","1. Reality Rent, s.r.o.",Žilina
JuPk491VBKN,sale,house,NULL,"partially renovated","TARGETreal s. r. o.",Žilina
JuaDU5eWN9y,sale,house,119,"under construction","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JumPsboVI0c,sale,house,118,"partially renovated","Vianema s.r.o.",Bratislava
JucsRg9RieN,sale,house,248,"partially renovated","Reality ASTORIA, s.r.o.",Martin
JuM4P4vy0RV,sale,house,131,"new construction","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JufSen-CtV2,sale,house,1,"fully renovated","Realitná kancelária",Bratislava
Ju2TFOMHJIO,sale,house,171,"fully renovated","Piata Avenue",Žilina
JuUMimgiwBf,sale,house,130,unrenovated,"HALO reality, s.r.o.",Prievidza
Jukz4cqoQIH,sale,house,156,"new construction","SIERA realitná kancelária s.r.o.",Trnava
JuKIg369MuS,sale,house,2850,"partially renovated","TUreality s.r.o.",Žilina
JuBqrsBTBJs,sale,house,140,"new construction","ALT REAL, s.r.o.",Martin
JuVsKCgx10t,sale,house,126,"new construction","Realitná kancelária",Bratislava
Ju39WLkWIa0,sale,house,100,"new construction","Piata Avenue",Žilina
JuYakCSM7Er,sale,house,100,"partially renovated","RES GROUP, s.r.o.",Žilina
JuNQro8eb1w,sale,house,160,unrenovated,"BV REAL PD, s.r.o.",Prievidza
Ju9aPEa8o9x,rent,house,594,unrenovated,"Direct Real, spol. s r.o.",Bratislava
Jusa_KVAuJ7,sale,house,70,"fully renovated","JPE. Reality - Jozef Pajer",Čadca
Jupd__eIrfW,sale,house,110,"partially renovated","Romantické Chalupy, s.r.o.",Bratislava
Ju419iKir6V,rent,house,160,"new construction","AstonReal s.r.o.","Banská Bystrica"
JuVNXqUSw6h,sale,house,400,"partially renovated","FatraReal s. r. o.",Ružomberok
Ju0JlS9gfjG,sale,house,50,"new construction","RES GROUP, s.r.o.",Žilina
JuV0_j6OG4Q,sale,house,80,unrenovated,"RES GROUP, s.r.o.",Žilina
JuE4imxVWwa,sale,house,107,"new construction","Real Estate Group4U","Považská Bystrica"
Juoa-Iz2VRV,sale,house,140,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuNQtFNCOxb,sale,house,718,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuEW0eTR9MG,rent,house,165,"partially renovated","RENOME REAL",Žilina
Ju7atSyCG1P,sale,house,100,unrenovated,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuvIyu9zHe0,sale,house,131,"new construction","TOCA, s.r.o. Realitná činnosť",Bytča
Ju23oRXuRNw,sale,house,230,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
JudhN1eg-Z1,sale,house,135,"partially renovated","TUreality s.r.o.",Žilina
Ju9kLci6QHU,sale,house,910,"partially renovated","TUreality s.r.o.",Žilina
JuUeAjh6h4i,sale,house,186,"under construction","REALITY SPOLU",Bratislava
JuddrVo_6K8,sale,house,190,unrenovated,"TUreality s.r.o.",Žilina
JuiyJgEkcp7,sale,house,187,unrenovated,NULL,NULL
JuP7ORLd_oZ,sale,house,115,"new construction","Realitné kancelárie SR",Bratislava
JubSXyHD9FS,sale,house,125,"new construction","MGM reality",Žilina
Ju2bFduldFu,sale,house,150,unrenovated,"MGM reality",Žilina
JueNBBfFeD4,sale,house,187,"partially renovated","TARGETreal s. r. o.",Žilina
Ju9gt_dtFmu,sale,house,100,"new construction","Piata Avenue",Žilina
JuCx5OqxogO,sale,house,270,unrenovated,"AnoReal, s.r.o.",Stráňavy
JugBNFAg1HA,sale,house,96,"new construction","NajBývanie, s.r.o.",Ružomberok
JuE1L7QIb5r,sale,house,250,unrenovated,"Reality Simply",Martin
Ju0MsknUaYA,sale,house,250,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju-iigXRX-E,sale,house,102,"under construction","ROMDOM, s. r. o",Žilina
JuP-ssdj9MS,sale,house,180,"partially renovated",NULL,NULL
Ju8trZQFbnP,sale,house,266,unrenovated,"Direct Real, spol. s r.o.",Bratislava
Ju2H7rNABro,sale,house,172,unrenovated,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju1GDbbrB55,sale,house,240,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JueseIeLY2v,sale,house,205,"partially renovated","Realitné kancelárie SR",Bratislava
JuYd_ySpDkY,sale,house,NULL,"partially renovated",NULL,NULL
JuaMaWInHEa,sale,house,431,"new construction","DreamReality s.r.o.",Žilina
JujFiU7wF23,sale,house,160,"fully renovated","RIEŠIME BÝVANIE",Bratislava
Jun5lwMOykP,sale,house,72,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuxEotSi75n,sale,house,110,"new construction","Ing. Marcela Pišteková",Turzovka
JugeXc96z-v,sale,house,NULL,"new construction",NULL,NULL
Ju5GSMP-mjz,sale,house,210,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
JujtVzSs6Xp,sale,house,280,"partially renovated","RIEŠIME BÝVANIE",Bratislava
JuHDbG3yLMb,sale,house,90,"partially renovated","NajBývanie, s.r.o.",Ružomberok
Jug4SIOybnO,sale,house,490,"fully renovated","Reality Alpia",Martin
Ju1tsUeFhRS,sale,house,103,"fully renovated","TUreality s.r.o.",Žilina
Juws22--sLM,sale,house,150,"partially renovated","GERT , s.r.o.","Liptovský Mikuláš"
Ju3gJr9Nl-f,sale,house,110,"partially renovated","RES GROUP, s.r.o.",Žilina
JuiKlGUbKmU,sale,house,300,"partially renovated","OREA, s.r.o.","Dolný Kubín"
JuvemPDdxob,sale,house,119,"new construction","ŽILINAREAL, s.r.o.",Žilina
Juv-ZyHYN0s,sale,house,145,"new construction","TOCA, s.r.o. Realitná činnosť",Bytča
Ju9NWPjsyPl,sale,house,186,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
JuFzDxVJ2q6,sale,house,110,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JumvGr4WHDN,sale,house,234,unrenovated,"MGM reality",Žilina
JumL89VNCQA,sale,house,120,"partially renovated","NajBývanie, s.r.o.",Ružomberok
Juxt1OSVKJl,sale,house,250,"partially renovated","Realitné kancelárie SR",Bratislava
JuE93RTyEY1k,sale,house,200,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuKa1Trlsqb,sale,house,120,"partially renovated","RENOME REAL",Žilina
JuO1xdQLtDm,sale,house,240,"fully renovated","SLNOVRAT, s.r.o.",Olešná
JuatbTPjpIq,sale,house,165,"partially renovated","Piata Avenue",Žilina
JucPea4Ivtx,sale,house,86,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JufqC5RH_Te,sale,house,200,"partially renovated","Ing.Zuzana Paverová","Turčianske Teplice"
JuFqa8ebzxy,sale,house,146,"new construction","Georgi Conev",Žilina
Ju9Mn4e894N,sale,house,400,"partially renovated",NULL,NULL
JuWeOewD3Gg,sale,house,336,"fully renovated","FatraReal s. r. o.",Ružomberok
JuuJvOruCyE,sale,house,200,"new construction","Buby reality, s.r.o.",Žilina
Ju1Fv2ySoaS,sale,house,130,unrenovated,"Realitná kancelária Kľúč",Trnava
JuFC-aJuKRa,sale,house,672,unrenovated,"Reality Alpia",Martin
JuM2ROndAws,sale,house,240,unrenovated,"Piata Avenue",Žilina
JuSs3N5i3rL,sale,house,110,"new construction","TUreality s.r.o.",Žilina
JuKx19d2RCd,sale,house,255,"fully renovated","Reality ASTORIA, s.r.o.",Martin
JuY-SPBwd8P,sale,house,113,"new construction",mojaRK,Bratislava
JuLWBKzZeJE,sale,house,130,"new construction","Reality MT s.r.o.",Martin
JuD8rezKquD,sale,house,200,"fully renovated","AstonReal s.r.o.","Banská Bystrica"
Ju6NukP0wBz,sale,house,150,"partially renovated","REALITY SPOLU",Bratislava
JubU0eKdiVr,sale,house,131,"new construction","TOCA, s.r.o. Realitná činnosť",Bytča
Jupwy58HyS3,sale,house,120,"new construction","HD reality group s.r.o","Banská Bystrica"
JuIbHiaSfl0,rent,house,75,"new construction",NULL,NULL
Ju-h4ZgFDNR,sale,house,NULL,unrenovated,"U9, a.s.",Bratislava
Jux_9WVvE-Q,sale,house,100,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JupBKdvb5-A,sale,house,582,"partially renovated","TUreality s.r.o.",Žilina
JuCoSlVNCl5,sale,house,120,"fully renovated","Realitná kancelária",Bratislava
JugvlRDwxML,sale,house,127,"new construction","Real Estate Group4U","Považská Bystrica"
JuqOiX2gk_s,sale,house,105,"fully renovated","Realitné kancelárie SR",Bratislava
JusOQ86lFSqV,sale,house,180,unrenovated,"Realitná kancelária",Bratislava
JuDOSPT3oT9,sale,house,110,unrenovated,"Piata Avenue",Žilina
JuoQ_50mfjv,sale,house,300,unrenovated,"Safe reality s. r. o.",Žilina
JuOCwLlVc6x,sale,house,138,"partially renovated",NULL,NULL
JuHnEHB35K0,sale,house,NULL,unrenovated,"HALO reality, s.r.o.",Prievidza
JuiW01vp_No,sale,house,220,"new construction","MENÍME BÝVANIE",Čadca
JugGPssQETW,sale,house,547,"fully renovated","Reality Alpia",Martin
JuVBGZswzO8,sale,house,865,unrenovated,"Reality Alpia",Martin
Ju6igj_0jNC,sale,house,120,"fully renovated","RK Dalmia s. r. o.","Dolný Kubín"
Jun0rUiHHId,sale,house,200,"new construction","ALT REAL, s.r.o.",Martin
JubExmFeQF5H,sale,house,280,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuRC_sngF0m,sale,house,178,"fully renovated","1. Reality Rent, s.r.o.",Žilina
JumabMEntjy,sale,house,75,unrenovated,"Nové bývanie",Nitra
Jupi9oHSOxK,sale,house,154,unrenovated,"Reality férovo, s. r. o.",Šaľa
JuhlHrJa9hV,sale,house,280,"fully renovated","ALT REAL, s.r.o.",Martin
Jufj_0Gj-0k,sale,house,140,"partially renovated","OVERENÉ REALITY","Banská Bystrica"
JuqStupTj78,sale,house,111,"partially renovated","WFG reality, s.r.o.",Žilina
Juk3KAL7-tq,sale,house,250,unrenovated,"Realitná kancelária DR, s.r.o.",Martin
JudpEUux9d7,sale,house,120,unrenovated,Limaxreal,"Liptovský Mikuláš"
Ju3LCu23qXh,sale,house,133,"fully renovated","NajBývanie, s.r.o.",Ružomberok
JutKedpOXQk,sale,house,245,unrenovated,NULL,NULL
Juwr4hT_Hw4,sale,house,250,"partially renovated","Reality AK, spol. s r.o.",Martin
JuLejb12kjD,sale,house,170,unrenovated,"Pro Real, s. r. o. realitná kancelária",Žilina
JuGgpJ73Uj2,sale,house,160,"new construction","OREA, s.r.o.","Dolný Kubín"
JuT41GyTcye,sale,house,276,"fully renovated",NULL,NULL
Ju3CARY9OXA,sale,house,210,"partially renovated","HOLESTIAK.sk reality s.r.o.",Čadca
JujozXo5nt1,sale,house,97,"new construction","RES GROUP, s.r.o.",Žilina
JuuOm3BAvYEs,sale,house,810,"partially renovated","1. Reality Rent, s.r.o.",Žilina
JuiyrWA4fnU,sale,house,200,"partially renovated","B10 Slovensko, a. s.",Žilina
JuT3DyFpT5w,sale,house,241,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuwmzGWznze,sale,house,95,"under construction","HALO reality, s.r.o.",Prievidza
JuZLXRA74dF,sale,house,455,"partially renovated","B10 Slovensko, a. s.",Žilina
JuuVW7D3CC4,rent,house,180,"new construction","AstonReal s.r.o.","Banská Bystrica"
JuEHT7VVEBz,sale,house,56,unrenovated,"Nové bývanie",Nitra
Ju9dPAZvZDN,sale,house,117,"fully renovated",NULL,NULL
JucFteCcorV,sale,house,233,"partially renovated","1. Reality Rent, s.r.o.",Žilina
JutrNWqo1mF,sale,house,86,"new construction","Real Reality Development s.r.o.",Martin
JuINrC73hf2,sale,house,267,"partially renovated","Realitné kancelárie SR",Bratislava
Ju91riyeIY0,sale,house,140,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuJVlSLNzUp,sale,house,370,"fully renovated","TARGETreal s. r. o.",Žilina
Jugx_wMlZ3E,sale,house,95,"new construction","Vianema s.r.o.",Bratislava
JuDis4x18zz,sale,house,180,"new construction","PT-com s. r. o.","Banská Bystrica"
JuDZksNmp-x,sale,house,1000,"partially renovated","OVERENÉ REALITY","Banská Bystrica"
Ju-NcnxkRbA,sale,house,72,"partially renovated","ARBIZ real estate & finance s. r. o.",Ružomberok
JuT8DWNBWjF,sale,house,NULL,unrenovated,"ŽILINAREAL, s.r.o.",Žilina
JuGbXL5nuWt,sale,house,192,"new construction","VAŠE REALITY s.r.o.",Trenčín
JuCQvl5wSHc,sale,house,130,"partially renovated","Ing. Marcela Pišteková",Turzovka
JuMul7PwvM2d,sale,house,126,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Ju8Q97pjRsq,sale,house,280,"fully renovated","OVERENÉ REALITY","Banská Bystrica"
Ju2NkOjuxZI,sale,house,130,"new construction","MGM reality",Žilina
JuIaBwHCjWo,sale,house,150,"partially renovated","Realitná kancelária",Bratislava
JuJ5uCQt9op,sale,house,230,"partially renovated","RIEŠIME BÝVANIE",Bratislava
JuXSgDSAhl3,sale,house,120,"partially renovated","Pegas real s.r.o.",Bratislava
JuI7pHVr8cE,sale,house,150,"partially renovated","Realitná kancelária",Bratislava
JuCwuVypfFN,sale,house,105,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju8E81QIHh9,sale,house,131,"new construction","Realitné kancelárie SR",Bratislava
JurLHZvtaEy,sale,house,97,"fully renovated","AstonReal s.r.o.","Banská Bystrica"
JuhczzRboRF,sale,house,232,unrenovated,NULL,NULL
Juxivp9KfQ0,sale,house,123,"new construction","IDEÁLNE BÝVANIE, s.r.o.",Žilina
Jud93oHCOHE,sale,house,155,"fully renovated","Reality Alpia",Martin
JuJsyjovPfc,sale,house,90,"partially renovated","HOLESTIAK.sk reality s.r.o.",Čadca
JuOaEJ-u0ZG,sale,house,60,unrenovated,"1. Reality Rent, s.r.o.",Žilina
Ju02FWXcSxg,sale,house,150,unrenovated,"ALT REAL, s.r.o.",Martin
JuNBS73Ff1Z,sale,house,212000,"fully renovated","Reality ASTORIA, s.r.o.",Martin
Juet0DuhtSi,sale,house,65,"under construction",liptoreal,"Liptovský Mikuláš"
JutC2YgCUCh,sale,house,138,"fully renovated","MAX PROFI REALITY",Martin
JuxTlJngqfx,sale,house,184,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JuTG5fkPlv9,sale,house,228,"under construction","B10 Slovensko, a. s.",Žilina
JuzPTiI9dEx,sale,house,110,unrenovated,"ŽILINAREAL, s.r.o.",Žilina
JunogbuFikZ,sale,house,175,"partially renovated","OVERENÉ REALITY","Banská Bystrica"
JuQYvnGYftR,sale,house,181,"partially renovated","TUreality s.r.o.",Žilina
JuE2xdPeLMB,sale,house,350,"partially renovated","Realitné kancelárie SR",Bratislava
JuQBGbl9GCs,sale,house,180,"partially renovated","1. Reality Rent, s.r.o.",Žilina
JuuYuhMI403,sale,house,NULL,"partially renovated","HALO reality, s.r.o.",Prievidza
Ju_uHTH2LKy,sale,house,160,unrenovated,"RIEŠIME BÝVANIE",Bratislava
JucgDISpkFu,sale,house,112,"new construction","NajBývanie, s.r.o.",Ružomberok
Juf5RoOgfBW,sale,house,160,"partially renovated","TOCA, s.r.o. Realitná činnosť",Bytča
JuZFa40Foop,sale,house,100,"partially renovated","ROSA reality","Kysucké Nové Mesto"
JuJib1snd7W,sale,house,180,"fully renovated","Realitné kancelárie SR",Bratislava
Juako0agoSO,sale,house,367,"fully renovated","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuoV-wTSH0S,sale,house,250,"partially renovated","RES GROUP, s.r.o.",Žilina
Jubj0GQo0yb,sale,house,220,"fully renovated","RK Finanz Real, s.r.o.",Trnava
JuCh945YdSl,sale,house,160,unrenovated,"BeMi realitná kancelária",Nitra
JuDwCbbbd6Z,sale,house,112,unrenovated,"Realitné kancelárie SR",Bratislava
Juv33DUvv0m,sale,house,291,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JuP5LbmRSZ8,sale,house,128,"new construction","REALITY SPOLU",Bratislava
JufilbyD1c1,sale,house,160,"partially renovated","Romantické Chalupy, s.r.o.",Bratislava
JutjBXS2rky,sale,house,180,"new construction",NULL,NULL
Juii36MitpD,sale,house,122,"new construction","Direct Real, spol. s r.o.",Bratislava
JutiSbVRe_4,sale,house,270,"partially renovated","TUreality s.r.o.",Žilina
JuNs-c1_Jug,sale,house,130,"fully renovated","PROFI INVEST družstvo",Košice
JuQ8RNQVTuL,sale,house,90,unrenovated,"BeMi realitná kancelária",Nitra
JunPSVDxWEH,sale,house,1481,unrenovated,"Reality Alpia",Martin
Jut7J495GN0,sale,house,251,"partially renovated","LICITOR group, a.s.",Žilina
Jujj9R6pdLi,sale,house,150,"partially renovated","Reality IQ, s.r.o.",Žilina
JuCuq9xsJt1,sale,house,118,"new construction",NULL,NULL
JuX1WyelwxA,sale,house,650,unrenovated,"Reality Alpia",Martin
JuuA60psrH_,sale,house,100,"partially renovated","Realitné kancelárie SR",Bratislava
JuiwpIv6ZO8n,sale,house,200,"new construction","Realitné kancelárie SR",Bratislava
JuzAGRifcCv,sale,house,200,"new construction","GAMA Reality, s.r.o.",Bytča
JuWLq7Wh8lf,sale,house,170,"fully renovated","Reality AK, spol. s r.o.",Martin
Ju9fCSXKuI8,sale,house,200,unrenovated,"HALO reality, s.r.o.",Prievidza
JuVnevlBgml,sale,house,108,"fully renovated",NULL,NULL
JuzfaiaPF1e,sale,house,95,"fully renovated","DOBRÉ REALITY s.r.o.",Prievidza
Ju_jNWgq4Ah,sale,house,200,unrenovated,"RIEŠIME BÝVANIE",Bratislava
JuWqGCp2oW6,sale,house,210,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
JukqbzsVg5j,sale,house,227,"partially renovated","Reality Center, s.r.o.",Martin
Ju7p-ibu19t,sale,house,285,"partially renovated","RIEŠIME BÝVANIE",Bratislava
JuhM9MWOU0h,sale,house,371,unrenovated,"Nové bývanie",Nitra
JuHbG5bC-AQ,sale,house,240,"fully renovated","Reality AK, spol. s r.o.",Martin
JuMpX9TQAHl,sale,house,250,"new construction","OREA, s.r.o.","Dolný Kubín"
Ju2L-GyOw3O,sale,house,34,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuTNxy0mSKf,sale,house,200,"fully renovated","BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Juwnal8LZ_c,sale,house,200,"new construction","DRR INVEST, s. r. o.","Horný Hričov"
JukKOW5g8ic,sale,house,100,"fully renovated","NajBývanie, s.r.o.",Ružomberok
JufvMyqhmxo,sale,house,238,unrenovated,"Reality Alpia",Martin
JufcWIOgVI-,sale,house,102,"new construction","RS Mansory s.r.o.",Bratislava
JuUuFP8LBad,sale,house,130,"partially renovated","RK Dalmia s. r. o.","Dolný Kubín"
JuGlgzti-Xv,sale,house,150,unrenovated,"Trioreality, s.r.o.",Čadca
Ju-fppxOVlc,sale,house,170,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuLLKbrzsGT,sale,house,200,"partially renovated","Allrisk Slovakia Reality & Financie, s.r.o.",Bratislava
JuHzzpFEcq7,sale,house,450,"partially renovated","Briliant Reality, s.r.o.",Senec
JuMN3BXlr1V,sale,house,200,unrenovated,"BeMi realitná kancelária",Nitra
JuZv0Yfgbp2,sale,house,120,"fully renovated","Realitné kancelárie SR",Bratislava
JuAHn1RYaaM,sale,house,120,"new construction","SLNOVRAT, s.r.o.",Olešná
Jub_f4tKd7Q,sale,house,190,"partially renovated","ROMDOM, s. r. o",Žilina
JuUyDXLqSR7,sale,house,280,"partially renovated","RK Dalmia s. r. o.","Dolný Kubín"
Ju9mMuon122,sale,house,315,"fully renovated","Realitné kancelárie SR",Bratislava
JuxqHjwv5kQ,sale,house,130,"under construction","Reality ASTORIA, s.r.o.",Martin
JuNBVjN_DWw_,sale,house,NULL,"new construction","Real Estate Group4U","Považská Bystrica"
JukjLL6Pznq,sale,house,200,"fully renovated","1. Reality Rent, s.r.o.",Žilina
JuEdQgaYA3w,sale,house,203,"fully renovated","Reality BL, s.r.o.","Kysucké Nové Mesto"
JucVvBL8mQZ,sale,house,84,"new construction","ŽILINAREAL, s.r.o.",Žilina
Juzanri8hki,sale,house,160,"partially renovated","TOCA, s.r.o. Realitná činnosť",Bytča
JubVEhZEHQu,sale,house,102,"new construction","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuNKxzZQlzf,sale,house,200,"partially renovated","Ing. Gerlinda Bérešová - Esti",Žilina
JuLre6AewXY,sale,house,90,"new construction","Romantické Chalupy, s.r.o.",Bratislava
JuJF0aEq48e,sale,house,664,unrenovated,"Safe reality s. r. o.",Žilina
JuepuA7Tiw0,sale,house,143,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuHgJ7Vnt5C,sale,house,131,"under construction","Romantické Chalupy, s.r.o.",Bratislava
Ju2bCMkIGvc,sale,house,100,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuHinPus21r,sale,house,120,unrenovated,"RK Dalmia s. r. o.","Dolný Kubín"
Ju3sdsvW1qf,sale,house,250,"new construction","bezmaklérov, s.r.o.",Žilina
JuyMjKXoFpJ,sale,house,123,"new construction",NULL,NULL
Ju-HjJmEJ0m,sale,house,137,"partially renovated","Reality ASTORIA, s.r.o.",Martin
JuS7vOeFGIN,sale,house,180,"under construction","Nové bývanie",Nitra
JujgFHysqby,sale,house,70,"partially renovated","AstonReal s.r.o.","Banská Bystrica"
Juec3rJbHzE,sale,house,126,"new construction","HALO reality, s.r.o.",Prievidza
JuVTTY5wrme,sale,house,100,unrenovated,"Reality MT s.r.o.",Martin
Ju-Gmi7_Mm7,sale,house,150,"fully renovated","Realitná kancelária",Bratislava
JuDuqsttF6H,sale,house,300,"partially renovated",NULL,NULL
Ju002dUmryq,rent,house,90,"fully renovated","Buby reality, s.r.o.",Žilina
JufEAKik-mc,sale,house,138,"fully renovated","B10 Slovensko, a. s.",Žilina
Ju8UQkGga6F,sale,house,1252,unrenovated,"RK VILLEA, s. r. o.","Dolný Kubín"
JuMmB0vZcwg,sale,house,160,unrenovated,"Realitná kancelária RED, s.r.o.",Žilina
Juu4bOArZvB,sale,house,90,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuG-JRPmhAG,sale,house,100,"new construction","Realitná kancelária DOM",Žilina
Ju6-BxY4Q9v,sale,house,80,"new construction","Romantické Chalupy, s.r.o.",Bratislava
Ju4_CW18xww,sale,house,150,unrenovated,"WFG reality, s.r.o.",Žilina
JujfdD-5RPO,sale,house,147,"new construction","AstonReal s.r.o.","Banská Bystrica"
JuJ5z8J0t7V,sale,house,175,"new construction","MGM reality",Žilina
JuLlnmGgMKV,sale,house,181,"partially renovated","REAL21 Invest-consult, s.r.o.","Považská Bystrica"
Ju7pKhqP4zK,sale,house,464,"partially renovated","Like Reality s.r.o.","Považská Bystrica"
Juq12PkyNpf,sale,house,275,"partially renovated","RES GROUP, s.r.o.",Žilina
JuRty8qQQ_7,sale,house,220,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
Jut7Cik7fcS,sale,house,80,"new construction","RS Mansory s.r.o.",Bratislava
Juv0ePbKA7G,sale,house,100,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
JuKz9mvEvI_,sale,house,200,"partially renovated","REALITY TATRY",Levoča
JulKhf0qSVY,sale,house,100,"new construction","Real Estate Group4U","Považská Bystrica"
JunAaEjMO5H,sale,house,260,"partially renovated","DRAŽOBNÍK, s.r.o.",Košice
JuYo9zvFOwy,sale,house,180,unrenovated,"TARGETreal s. r. o.",Žilina
JuVJGPaHJOp,sale,house,386,unrenovated,"Realitná kancelária RED, s.r.o.",Žilina
JuqydMjWuh4,sale,house,100,unrenovated,"TARGETreal s. r. o.",Žilina
JunkMQWQbHn,sale,house,683,"partially renovated","TUreality s.r.o.",Žilina
JuoBv0wotbR,sale,house,497,"new construction","Realitné kancelárie SR",Bratislava
JuM-6ImZqgg,sale,house,165,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
Jup9Yn-xSxK,sale,house,125,"new construction","MGM reality",Žilina
Juu1RPAQAYx,sale,house,200,"partially renovated","ADOMOS REAL s.r.o.",Košice
JuB8tqpRaSl,sale,house,110,unrenovated,"RE/MAX Slovakia",Bratislava
